Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI,Distance,Label
1206,51:00.8,-0.04,0.03,0.01,0.69,0,11.1,-69,11.81034395,BC
1207,51:00.9,-0.03,0.06,-0.4,0.68,0.92,10.51,-69,11.81034395,BC
1208,51:00.9,-0.18,0.04,-0.73,-0.26,-1.56,11.19,-69,11.81034395,BC
1209,51:01.0,-0.05,0.03,-0.17,0.37,-1.16,11.05,-69,11.81034395,BC
1210,51:01.5,-0.02,0.03,-0.03,0.44,-0.37,10.94,-69,11.81034395,BC
1211,51:01.1,-0.03,0.03,0.01,0.45,-0.06,10.83,-69,11.81034395,BC
1212,51:01.2,-0.03,0.03,0.01,0.47,-0.14,10.88,-69,11.81034395,BC
1213,51:01.2,-0.04,0.03,0.01,0.46,-0.28,10.93,-69,11.81034395,BC
1214,51:01.3,-0.04,0.03,0.01,0.47,-0.27,10.92,-69,11.81034395,BC
1215,51:01.3,-0.04,0.03,0.02,0.46,-0.24,10.91,-69,11.81034395,BC
1216,51:01.4,-0.04,0.03,0.01,0.46,-0.24,10.9,-69,11.81034395,BC
1217,51:01.4,-0.04,0.03,0.01,0.48,-0.26,10.91,-69,11.81034395,BC
1218,51:01.5,-0.04,0.03,0.01,0.47,-0.26,10.91,-69,11.81034395,BC
1219,51:01.6,-0.04,0.03,0.01,0.47,-0.25,10.9,-69,11.81034395,BC
1220,51:01.6,-0.04,0.03,0.01,0.55,0.61,11.96,-69,11.81034395,BC
1221,51:01.7,-0.01,-0.03,0.09,-0.13,5.16,13.32,-69,11.81034395,BC
1222,51:01.8,-0.17,0.13,0.16,0.95,4.33,12.4,-69,11.81034395,BC
1223,51:01.8,-0.22,0.19,-0.04,0.23,3.19,11.27,-69,11.81034395,BC
1224,51:01.9,-0.01,-0.07,-0.05,0.37,1.87,10.1,-69,11.81034395,BC
1225,51:02.0,-0.05,0.13,-0.1,1.13,1.17,10.24,-69,11.81034395,BC
1226,51:02.1,-0.08,0.15,-0.03,-0.27,-0.02,11.89,-70,12.41587323,BC
1227,51:02.8,-0.01,-0.03,0.13,0.64,0,11.18,-70,12.41587323,BC
1228,51:02.2,-0.21,0.03,-0.06,0.52,-4.42,10.36,-70,12.41587323,BC
1229,51:02.2,-0.05,0.09,0.06,0.18,-4.49,10.5,-70,12.41587323,BC
1230,51:02.3,0.04,0.04,0.13,0.27,-4.92,10.01,-70,12.41587323,BC
1231,51:02.3,0.02,0.03,0.07,0.4,-2.28,10.66,-70,12.41587323,BC
1232,51:02.4,-0.03,0.02,-0.03,0.42,-1.94,10.8,-70,12.41587323,BC
1233,51:02.5,-0.01,0.02,-0.03,0.48,-1.71,10.86,-69,11.81034395,BC
1234,51:02.5,0.02,0.04,0.04,0.41,-0.29,10.9,-68,11.23434667,BC
1235,51:02.6,-0.04,0.04,0.02,0.37,0.01,10.97,-68,11.23434667,BC
1236,51:02.6,-0.05,0.03,0.01,0.36,-0.4,10.94,-67,10.68644112,BC
1237,51:02.7,-0.03,0.03,0.02,0.37,-0.08,10.9,-67,10.68644112,BC
1238,51:02.8,-0.04,0.03,0.01,0.38,-0.23,10.91,-66,10.16525724,BC
1239,51:02.8,-0.04,0.03,0.02,0.38,-0.16,10.9,-65,9.669491793,BC
1240,51:02.9,-0.04,0.03,0.02,0.37,-0.19,10.91,-65,9.669491793,BC
1241,51:02.9,-0.04,0.03,0.01,0.38,-0.19,10.93,-64,9.197905113,BC
1242,51:03.0,-0.04,0.03,0.01,0.38,-0.19,10.92,-64,9.197905113,BC
1243,51:03.3,-0.04,0.03,0.01,0.37,-0.18,10.92,-64,9.197905113,BC
1244,51:03.8,-0.04,0.03,0.01,0.38,-0.2,10.91,-64,9.197905113,BC
1245,51:03.1,-0.04,0.03,0.01,0.38,-0.18,10.93,-64,9.197905113,BC
1246,51:03.2,-0.04,0.03,0.01,0.38,-0.18,10.91,-64,9.197905113,BC
1247,51:03.2,-0.04,0.03,0.01,0.38,-0.2,10.9,-64,9.197905113,BC
1248,51:03.3,-0.04,0.03,0.01,0.38,-0.18,10.91,-64,9.197905113,BC
1249,51:03.3,-0.04,0.03,0.01,0.38,-0.19,10.9,-64,9.197905113,BC
1250,51:03.4,-0.04,0.03,0.01,0.38,-0.19,10.91,-64,9.197905113,BC
1251,51:03.5,-0.04,0.03,0.01,0.38,-0.18,10.91,-64,9.197905113,BC
1252,51:03.5,-0.04,0.03,0.01,0.38,-0.19,10.91,-64,9.197905113,BC
1253,51:03.6,-0.04,0.03,0.01,0.38,-0.2,10.9,-64,9.197905113,BC
1254,51:03.6,-0.04,0.03,0.01,0.38,-0.18,10.91,-64,9.197905113,BC
1255,51:03.7,-0.04,0.03,0.01,0.36,-0.19,10.9,-64,9.197905113,BC
1256,51:03.8,-0.04,0.03,0.01,0.38,-0.18,10.91,-64,9.197905113,BC
1257,51:03.8,-0.04,0.03,0.01,0.38,-0.18,10.91,-64,9.197905113,BC
1258,51:03.9,-0.04,0.03,0.01,0.37,-0.19,10.91,-64,9.197905113,BC
1259,51:04.0,-0.04,0.03,0.01,0.38,-0.19,10.92,-64,9.197905113,BC
1260,51:04.2,-0.04,0.03,0.01,0.39,-0.19,10.91,-64,9.197905113,BC
1261,51:04.8,-0.04,0.03,0.01,0.38,-0.19,10.91,-64,9.197905113,BC
1262,51:04.1,-0.04,0.03,0.01,0.38,-0.19,10.91,-64,9.197905113,BC
1263,51:04.2,-0.04,0.03,0.01,0.37,-0.19,10.92,-64,9.197905113,BC
1264,51:04.3,-0.04,0.03,0.01,0.37,-0.18,10.92,-64,9.197905113,BC
1265,51:04.3,-0.04,0.03,0.01,0.39,-0.19,10.92,-64,9.197905113,BC
1266,51:04.4,-0.04,0.03,0.01,0.38,-0.19,10.92,-64,9.197905113,BC
1267,51:04.5,-0.04,0.03,0.01,0.38,-0.18,10.91,-64,9.197905113,BC
1268,51:04.5,-0.04,0.03,0.01,0.39,-0.19,10.92,-64,9.197905113,BC
1269,51:04.6,-0.04,0.03,0.01,0.38,-0.19,10.91,-64,9.197905113,BC
1270,51:04.7,-0.04,0.03,0.01,0.37,-0.18,10.91,-64,9.197905113,BC
1271,51:04.7,-0.04,0.03,0.01,0.37,-0.19,10.92,-64,9.197905113,BC
1272,51:04.8,-0.04,0.03,0.01,0.37,-0.19,10.92,-64,9.197905113,BC
1273,51:04.9,-0.04,0.03,0.01,0.37,-0.18,10.92,-64,9.197905113,BC
1274,51:04.9,-0.04,0.03,0.02,0.37,-0.18,10.91,-64,9.197905113,BC
1275,51:05.0,-0.04,0.03,0.01,0.37,-0.18,10.9,-64,9.197905113,BC
1276,51:05.3,-0.04,0.03,0.01,0.37,-0.18,10.91,-64,9.197905113,BC
1277,51:05.9,-0.04,0.03,0.01,0.38,-0.19,10.92,-65,9.669491793,BC
1278,51:05.2,-0.04,0.03,0.01,0.38,-0.19,10.92,-65,9.669491793,BC
1279,51:05.2,-0.04,0.03,0.01,0.38,-0.19,10.91,-65,9.669491793,BC
1280,51:05.3,-0.04,0.03,0.02,0.39,-0.19,10.92,-65,9.669491793,BC
1281,51:05.3,-0.04,0.03,0.01,0.39,-0.19,10.92,-65,9.669491793,BC
1282,51:05.4,-0.04,0.03,0.02,0.38,-0.18,10.91,-65,9.669491793,BC
1283,51:05.4,-0.04,0.03,0.01,0.39,-0.19,10.91,-65,9.669491793,BC
1284,51:05.5,-0.04,0.03,0.01,0.37,-0.18,10.93,-65,9.669491793,BC
1285,51:05.6,-0.04,0.03,0.01,0.38,-0.19,10.92,-65,9.669491793,BC
1286,51:05.6,-0.04,0.03,0.01,0.38,-0.19,10.92,-65,9.669491793,BC
1287,51:05.7,-0.04,0.03,0.02,0.38,-0.18,10.92,-65,9.669491793,BC
1288,51:05.8,-0.04,0.03,0.01,0.41,-0.15,10.97,-65,9.669491793,BC
1289,51:05.8,-0.01,0.01,-0.1,0.57,3.64,9.96,-64,9.197905113,BC
1290,51:05.9,-0.18,-0.08,-0.1,0.85,4.21,9.94,-64,9.197905113,BC
1291,51:05.9,0.03,-0.15,-0.24,0.88,3.99,8.97,-63,8.749317987,BC
1292,51:06.0,-0.13,0.14,-0.2,0.16,2.4,11.42,-63,8.749317987,BC
1293,51:06.8,0.02,0.11,0.11,0.62,0.59,11.06,-63,8.749317987,BC
1294,51:06.1,-0.18,0.02,-0.07,0.64,0.45,11.18,-63,8.749317987,BC
1295,51:06.2,-0.05,0.02,-0.05,0.06,0.46,9.51,-64,9.197905113,BC
1296,51:06.3,-0.11,0.08,0.12,0.39,-2.64,10.13,-64,9.197905113,BC
1297,51:06.3,-0.13,-0.04,0.06,0.65,-4.23,10.27,-64,9.197905113,BC
1298,51:06.4,-0.14,0.07,-0.05,0.46,-4.53,10.51,-64,9.197905113,BC
1299,51:06.4,-0.03,0.08,-0.22,0.61,-4.66,10.07,-65,9.669491793,BC
1300,51:06.5,0.01,0.03,-0.16,0.19,-2.79,10.72,-65,9.669491793,BC
1301,51:06.5,0,0.04,0.02,0.45,-1.77,10.89,-66,10.16525724,BC
1302,51:06.6,-0.04,0.04,0.01,0.38,-1.5,11,-67,10.68644112,BC
1303,51:06.7,-0.02,0.03,0.05,0.34,-0.44,10.84,-67,10.68644112,BC
1304,51:06.7,-0.02,0.03,0.01,0.38,0.13,10.9,-68,11.23434667,BC
1305,51:06.8,-0.04,0.04,0.01,0.38,-0.23,10.93,-68,11.23434667,BC
1306,51:06.8,-0.04,0.03,0.02,0.45,-0.13,10.9,-68,11.23434667,BC
1307,51:06.9,-0.04,0.03,0.01,0.42,-0.23,10.91,-68,11.23434667,BC
1308,51:07.0,-0.04,0.03,0.02,0.43,-0.15,10.9,-69,11.81034395,BC
1309,51:07.3,-0.04,0.03,0.01,0.42,-0.21,10.92,-69,11.81034395,BC
1310,51:07.8,-0.04,0.03,0.01,0.42,-0.17,10.91,-69,11.81034395,BC
1311,51:07.1,-0.04,0.03,0.01,0.43,-0.19,10.89,-69,11.81034395,BC
1312,51:07.2,-0.04,0.03,0.01,0.42,-0.2,10.9,-69,11.81034395,BC
1313,51:07.3,-0.04,0.03,0.02,0.42,-0.19,10.91,-69,11.81034395,BC
1314,51:07.3,-0.04,0.03,0.02,0.42,-0.19,10.9,-69,11.81034395,BC
1315,51:07.4,-0.04,0.03,0.02,0.41,-0.18,10.91,-69,11.81034395,BC
1316,51:07.4,-0.04,0.03,0.01,0.42,-0.2,10.92,-69,11.81034395,BC
1317,51:07.5,-0.04,0.03,0.01,0.43,-0.21,10.92,-69,11.81034395,BC
1318,51:07.6,-0.04,0.03,0.01,0.43,-0.2,10.92,-70,12.41587323,BC
1319,51:07.6,-0.04,0.03,0.01,0.42,-0.18,10.92,-70,12.41587323,BC
1320,51:07.7,-0.04,0.03,0.01,0.42,-0.19,10.91,-70,12.41587323,BC
1321,51:07.7,-0.04,0.03,0.01,0.42,-0.19,10.92,-70,12.41587323,BC
1322,51:07.8,-0.04,0.03,0.02,0.42,-0.19,10.9,-70,12.41587323,BC
1323,51:07.9,-0.04,0.03,0.02,0.42,-0.19,10.91,-70,12.41587323,BC
1324,51:07.9,-0.04,0.03,0.01,0.43,-0.18,10.91,-70,12.41587323,BC
1325,51:08.0,-0.04,0.03,0.02,0.42,-0.18,10.92,-70,12.41587323,BC
1326,51:08.4,-0.04,0.03,0.01,0.43,-0.18,10.91,-70,12.41587323,BC
1327,51:08.1,-0.04,0.03,0.01,0.42,-0.18,10.91,-70,12.41587323,BC
1328,51:08.2,-0.04,0.03,0.01,0.43,-0.19,10.93,-70,12.41587323,BC
1329,51:08.2,-0.04,0.03,0.01,0.43,-0.18,10.9,-70,12.41587323,BC
1330,51:08.3,-0.04,0.03,0.01,0.42,-0.18,10.91,-70,12.41587323,BC
1331,51:08.4,-0.04,0.03,0.01,0.42,-0.17,10.92,-70,12.41587323,BC
1332,51:08.4,-0.04,0.03,0.01,0.42,-0.18,10.92,-70,12.41587323,BC
1333,51:08.5,-0.04,0.03,0.01,0.41,-0.18,10.91,-70,12.41587323,BC
1334,51:08.5,-0.04,0.03,0.02,0.42,-0.18,10.9,-70,12.41587323,BC
1335,51:08.6,-0.04,0.03,0.01,0.42,-0.19,10.91,-70,12.41587323,BC
1336,51:08.7,-0.04,0.03,0.01,0.42,-0.18,10.92,-70,12.41587323,BC
1337,51:08.7,-0.04,0.03,0.01,0.42,-0.18,10.92,-70,12.41587323,BC
1338,51:08.8,-0.04,0.03,0.01,0.43,-0.19,10.91,-70,12.41587323,BC
1339,51:08.8,-0.04,0.03,0.01,0.43,-0.19,10.91,-70,12.41587323,BC
1340,51:08.9,-0.04,0.03,0.02,0.43,-0.19,10.92,-70,12.41587323,BC
1341,51:09.0,-0.04,0.03,0.01,0.42,-0.19,10.92,-70,12.41587323,BC
1342,51:09.4,-0.04,0.03,0.01,0.42,-0.19,10.91,-70,12.41587323,BC
1343,51:10.0,-0.04,0.03,0.01,0.43,-0.17,10.91,-70,12.41587323,BC
1344,51:09.2,-0.04,0.03,0.01,0.42,-0.18,10.91,-70,12.41587323,BC
1345,51:09.2,-0.04,0.03,0.01,0.42,-0.18,10.91,-70,12.41587323,BC
1346,51:09.3,-0.04,0.03,0.02,0.43,-0.19,10.92,-70,12.41587323,BC
1347,51:09.3,-0.04,0.03,0.01,0.42,-0.19,10.92,-70,12.41587323,BC
1348,51:09.4,-0.04,0.03,0.01,0.43,-0.18,10.9,-70,12.41587323,BC
1349,51:09.5,-0.04,0.03,0.01,0.43,-0.19,10.92,-70,12.41587323,BC
1350,51:09.5,-0.04,0.03,0.01,0.42,-0.18,10.91,-70,12.41587323,BC
1351,51:09.6,-0.04,0.03,0.01,0.41,-0.19,10.91,-70,12.41587323,BC
1352,51:09.6,-0.04,0.03,0.01,0.42,-0.19,10.9,-70,12.41587323,BC
1353,51:09.7,-0.04,0.03,0.01,0.42,-0.18,10.92,-70,12.41587323,BC
1354,51:09.8,-0.04,0.03,0.02,0.43,-0.18,10.91,-70,12.41587323,BC
1355,51:09.8,-0.04,0.03,0.01,0.42,-0.19,10.91,-70,12.41587323,BC
1356,51:09.9,-0.04,0.03,0.01,0.43,-0.19,10.92,-70,12.41587323,BC
1357,51:09.9,-0.04,0.03,0.01,0.42,-0.19,10.91,-70,12.41587323,BC
1358,51:10.0,-0.04,0.03,0.01,0.42,-0.18,10.92,-70,12.41587323,BC
1359,51:10.6,-0.04,0.03,0.01,0.42,-0.18,10.93,-70,12.41587323,BC
1360,51:10.1,-0.04,0.03,0.01,0.42,-0.18,10.92,-70,12.41587323,BC
1361,51:10.2,-0.04,0.03,0.01,0.42,-0.19,10.91,-70,12.41587323,BC
1362,51:10.2,-0.04,0.03,0.01,0.43,-0.19,10.91,-70,12.41587323,BC
1363,51:10.3,-0.04,0.03,0.01,0.42,-0.19,10.92,-70,12.41587323,BC
1364,51:10.4,-0.04,0.03,0.01,0.42,-0.18,10.92,-70,12.41587323,BC
1365,51:10.4,-0.04,0.03,0.01,0.42,-0.19,10.91,-70,12.41587323,BC
1366,51:10.5,-0.04,0.03,0.01,0.42,-0.18,10.91,-70,12.41587323,BC
1367,51:10.5,-0.04,0.03,0.01,0.43,-0.19,10.91,-70,12.41587323,BC
1368,51:10.6,-0.04,0.03,0.01,0.41,-0.18,10.92,-70,12.41587323,BC
1369,51:10.6,-0.04,0.03,0.01,0.42,-0.18,10.92,-70,12.41587323,BC
1370,51:10.7,-0.04,0.03,0.01,0.42,-0.18,10.93,-70,12.41587323,BC
1371,51:10.8,-0.04,0.03,0.01,0.43,-0.18,10.9,-70,12.41587323,BC
1372,51:10.8,-0.04,0.03,0.01,0.43,-0.17,10.91,-70,12.41587323,BC
1373,51:10.9,0.24,-0.09,0.17,0.76,3.53,9.52,-70,12.41587323,BC
1374,51:10.9,-0.16,0.07,0.21,0.47,5.04,11.99,-70,12.41587323,BC
1375,51:11.2,-0.29,-0.01,0.06,0.85,3.79,13.2,-70,12.41587323,BC
1376,51:11.8,0,-0.06,-0.2,0.34,2.37,10.66,-70,12.41587323,BC
1377,51:11.2,-0.09,0.18,0.09,0.47,0.49,10.97,-71,13.05244866,BC
1378,51:11.2,-0.18,-0.05,0.03,0.45,-0.05,10.94,-70,12.41587323,BC
1379,51:11.3,-0.02,0.04,0.12,0.21,-0.06,11.71,-70,12.41587323,BC
1380,51:11.4,0.14,0.11,0.03,0.54,-4.72,11.05,-68,11.23434667,BC
1381,51:11.4,0.01,0.06,0.02,0.44,-4.76,10.79,-68,11.23434667,BC
1382,51:11.5,-0.11,0.04,-0.07,0.43,-5.68,11.19,-68,11.23434667,BC
1383,51:11.6,-0.01,0.04,-0.05,0.38,-2.29,10.75,-67,10.68644112,BC
1384,51:11.6,-0.07,0.04,-0.11,-1.08,0.55,11.81,-67,10.68644112,BC
1385,51:11.7,-0.02,-0.11,0.8,-0.57,1.62,10.92,-67,10.68644112,BC
1386,51:11.8,-0.01,-0.1,2.22,-0.6,0.77,11.49,-66,10.16525724,BC
1387,51:11.8,0.07,-0.02,2.9,0.61,-1.16,10.61,-66,10.16525724,BC
1388,51:11.9,0.12,-0.02,1.65,0.03,-2.65,10.76,-66,10.16525724,BC
1389,51:12.0,0,0.01,0.37,0.36,-1.12,11.01,-66,10.16525724,BC
1390,51:12.6,-0.03,0.04,0.03,0.37,-0.29,10.95,-66,10.16525724,BC
1391,51:12.1,-0.04,0.03,0.02,0.43,-0.08,10.9,-66,10.16525724,BC
1392,51:12.2,-0.04,0.03,0.02,0.4,-0.12,10.93,-66,10.16525724,BC
1393,51:12.3,0.08,0.09,-0.22,1.13,1.23,10.35,-66,10.16525724,BC
1394,51:12.3,-0.17,0.07,-1.33,0.6,0.43,11.08,-66,10.16525724,BC
1395,51:12.4,-0.2,0.11,-1.15,-0.5,-1.51,10.85,-66,10.16525724,BC
1396,51:12.5,-0.08,0.05,-0.38,0.26,-1.66,10.81,-66,10.16525724,BC
1397,51:12.5,0.03,0.03,-0.05,0.2,0.2,10.87,-66,10.16525724,BC
1398,51:12.6,-0.03,0.03,0.01,0.34,-0.17,10.93,-66,10.16525724,BC
1399,51:12.7,-0.05,0.03,0.01,0.37,-0.22,10.94,-66,10.16525724,BC
1400,51:12.7,-0.04,0.03,0.01,0.4,-0.18,10.93,-66,10.16525724,BC
1401,51:12.8,-0.04,0.03,0.02,0.39,-0.08,10.9,-66,10.16525724,BC
1402,51:12.9,-0.04,0.03,0.01,0.4,-0.08,10.9,-66,10.16525724,BC
1403,51:12.9,-0.04,0.03,0.01,0.4,-0.12,10.91,-66,10.16525724,BC
1404,51:13.0,-0.04,0.03,0.01,0.39,-0.11,10.91,-66,10.16525724,BC
1405,51:13.2,-0.04,0.03,0.01,0.39,-0.11,10.9,-66,10.16525724,BC
1406,51:13.6,-0.04,0.03,0.01,0.38,-0.11,10.92,-66,10.16525724,BC
1407,51:13.1,-0.04,0.03,0.01,0.39,-0.11,10.9,-66,10.16525724,BC
1408,51:13.2,-0.04,0.03,0.01,0.39,-0.11,10.92,-66,10.16525724,BC
1409,51:13.2,-0.04,0.03,0.01,0.39,-0.1,10.93,-66,10.16525724,BC
1410,51:13.3,-0.04,0.03,0.01,0.39,-0.11,10.91,-66,10.16525724,BC
1411,51:13.3,-0.04,0.03,0.01,0.84,0.75,11.84,-66,10.16525724,BC
1412,51:13.4,-0.06,0.06,-0.13,0.47,4.73,10.95,-66,10.16525724,BC
1413,51:13.4,-0.35,0,-0.12,0.55,2.57,11.19,-66,10.16525724,BC
1414,51:13.5,-0.23,0,0.03,0.34,-2.9,10.75,-66,10.16525724,BC
1415,51:13.6,0.01,0.02,0.01,0.68,-3.14,10.78,-66,10.16525724,BC
1416,51:13.6,-0.06,0.02,0,0.41,-1.85,10.94,-66,10.16525724,BC
1417,51:13.7,-0.01,0.03,0.01,0.42,-1.39,10.71,-65,9.669491793,BC
1418,51:13.7,-0.06,0.03,0.03,0.54,-1.52,10.96,-65,9.669491793,BC
1419,51:13.9,-0.04,0.04,0.02,0.46,-0.12,10.91,-65,9.669491793,BC
1420,51:13.9,-0.04,0.03,0.02,0.47,-0.18,10.9,-65,9.669491793,BC
1421,51:14.0,-0.04,0.03,0.01,0.47,-0.14,10.9,-65,9.669491793,BC
1422,51:14.3,-0.04,0.03,0.02,0.47,-0.16,10.91,-65,9.669491793,BC
1423,51:14.9,-0.04,0.03,0.01,0.48,-0.16,10.92,-65,9.669491793,BC
1424,51:14.1,0.04,-0.01,0.4,-0.15,1.66,10.26,-65,9.669491793,BC
1425,51:14.2,0.16,-0.07,1.27,-0.1,1.25,10.58,-65,9.669491793,BC
1426,51:14.3,0.07,0.03,1.78,0.73,-0.8,10.81,-65,9.669491793,BC
1427,51:14.3,-0.04,0.01,0.97,0.59,-2.29,10.81,-65,9.669491793,BC
1428,51:14.4,0.04,0.02,0.1,0.46,-0.25,10.87,-66,10.16525724,BC
1429,51:14.5,-0.05,0.03,0.02,0.43,-0.23,10.93,-66,10.16525724,BC
1430,51:14.5,-0.03,0.03,0.02,0.45,0.01,10.88,-66,10.16525724,BC
1431,51:14.6,-0.03,0.03,0.02,0.46,-0.03,10.88,-66,10.16525724,BC
1432,51:14.6,-0.04,0.03,0.01,0.46,-0.04,10.91,-66,10.16525724,BC
1433,51:14.7,-0.04,0.03,0.01,0.46,-0.07,10.92,-66,10.16525724,BC
1434,51:14.8,0.29,0.06,0.04,0.39,3.6,9.36,-66,10.16525724,BC
1435,51:14.8,0.07,0.04,0.22,0.4,4.56,9.09,-66,10.16525724,BC
1436,51:14.9,-0.27,-0.03,0.03,0.67,3.55,11.76,-67,10.68644112,BC
1437,51:15.0,-0.33,0.07,-0.07,0.38,-4.07,11.63,-67,10.68644112,BC
1438,51:15.4,-0.11,0.08,-0.19,0.67,-5.33,11.44,-69,11.81034395,BC
1439,51:16.0,-0.08,0.07,-0.06,0.82,-4,10.57,-69,11.81034395,BC
1440,51:15.2,0.04,0.09,-0.04,0.57,-1.74,10.74,-69,11.81034395,BC
1441,51:15.2,-0.04,0.07,-0.01,1.1,-0.99,11.98,-69,11.81034395,BC
1442,51:15.3,-0.06,0.11,-0.97,1,0.81,11.11,-69,11.81034395,BC
1443,51:15.4,-0.19,0.08,-2.25,1.02,0.84,10.98,-70,12.41587323,BC
1444,51:15.4,-0.31,0.12,-2.36,-0.59,-1.57,10.89,-69,11.81034395,BC
1445,51:15.5,-0.17,0.05,-1.33,0.47,-1.91,10.9,-69,11.81034395,BC
1446,51:15.5,-0.03,0.04,-0.44,0.27,-1.33,10.74,-68,11.23434667,BC
1447,51:15.6,-0.01,0.04,-0.05,0.37,-0.12,10.89,-68,11.23434667,BC
1448,51:15.7,-0.03,0.04,0.01,0.37,0,10.91,-67,10.68644112,BC
1449,51:15.7,-0.04,0.03,0.01,0.4,-0.1,10.9,-66,10.16525724,BC
1450,51:15.8,-0.04,0.03,0.01,0.4,-0.16,10.92,-66,10.16525724,BC
1451,51:15.8,-0.04,0.03,0.01,0.4,-0.14,10.93,-65,9.669491793,BC
1452,51:15.9,-0.04,0.03,0.01,0.4,-0.11,10.91,-65,9.669491793,BC
1453,51:16.0,-0.04,0.03,0.01,0.39,-0.11,10.93,-64,9.197905113,BC
1454,51:16.2,-0.04,0.03,0.01,0.39,-0.11,10.91,-64,9.197905113,BC
1455,51:16.9,-0.04,0.03,0.01,0.39,-0.12,10.91,-64,9.197905113,BC
1456,51:16.1,0.2,0.06,-0.03,0.76,3.47,11,-64,9.197905113,BC
1457,51:16.2,-0.01,0.03,-0.18,0.2,5.44,10.4,-64,9.197905113,BC
1458,51:16.3,-0.17,0.02,-0.26,0.86,5.05,11.77,-64,9.197905113,BC
1459,51:16.3,-0.11,0.01,-0.22,0.34,2.68,9.25,-65,9.669491793,BC
1460,51:16.4,-0.11,0.01,-0.06,0.16,-4.38,10.12,-65,9.669491793,BC
1461,51:16.5,0.12,-0.02,0.11,0.31,-5.05,11.31,-66,10.16525724,BC
1462,51:16.5,0.12,0.03,0.04,0.19,-2.14,10.69,-66,10.16525724,BC
1463,51:16.6,-0.01,0.04,-0.02,0.4,-1.59,10.82,-66,10.16525724,BC
1464,51:16.7,-0.01,0.04,0.02,0.51,-1.71,11.18,-66,10.16525724,BC
1465,51:16.8,0.12,0.09,-0.14,1.59,1.79,10.25,-66,10.16525724,BC
1466,51:16.8,-0.08,0.08,-1.08,0.93,1.07,10.97,-66,10.16525724,BC
1467,51:16.9,-0.25,0.07,-1.86,-0.36,-0.46,11.17,-66,10.16525724,BC
1468,51:16.9,-0.19,0.08,-1.07,-0.03,-2.18,11.09,-66,10.16525724,BC
1469,51:17.1,-0.01,0.03,-0.06,0.46,-0.99,10.79,-66,10.16525724,BC
1470,51:17.8,-0.03,0.04,0.01,0.36,-0.11,10.95,-66,10.16525724,BC
1471,51:17.1,-0.02,0.04,0.01,0.38,-0.04,10.91,-66,10.16525724,BC
1472,51:17.2,-0.03,0.03,0.02,0.4,-0.04,10.93,-67,10.68644112,BC
1473,51:17.3,0.12,-0.03,0.29,-0.39,1.9,11.05,-69,11.81034395,BC
1474,51:17.3,-0.07,-0.07,1.3,0.03,1.22,10.44,-69,11.81034395,BC
1475,51:17.4,-0.04,-0.03,1.79,1.07,-2,11.33,-69,11.81034395,BC
1476,51:17.5,-0.07,0.01,0.81,0.54,-2.58,11,-69,11.81034395,BC
1477,51:17.5,0.05,0.01,0.15,0.37,-0.17,10.61,-69,11.81034395,BC
1478,51:17.6,-0.05,0.03,0.04,0.41,-0.32,11.04,-69,11.81034395,BC
1479,51:17.6,-0.04,0.03,0.02,0.41,-0.18,10.89,-69,11.81034395,BC
1480,51:17.7,-0.03,0.03,0.02,0.42,-0.16,10.9,-70,12.41587323,BC
1481,51:17.8,-0.04,0.03,0.02,0.41,-0.16,10.91,-70,12.41587323,BC
1482,51:17.9,-0.04,0.03,0.01,0.42,-0.17,10.91,-70,12.41587323,BC
1483,51:17.9,-0.04,0.03,0.01,0.42,-0.19,10.91,-70,12.41587323,BC
1484,51:18.0,-0.04,0.03,0.01,0.41,-0.19,10.91,-70,12.41587323,BC
1485,51:18.3,-0.04,0.03,0.02,0.41,-0.2,10.92,-70,12.41587323,BC
1486,51:18.9,-0.04,0.03,0.01,0.42,-0.19,10.92,-70,12.41587323,BC
1487,51:18.1,-0.04,0.03,0.02,0.42,-0.18,10.89,-70,12.41587323,BC
1488,51:18.2,-0.04,0.03,0.01,0.42,-0.19,10.92,-70,12.41587323,BC
1489,51:18.3,-0.04,0.03,0.01,0.41,-0.18,10.92,-70,12.41587323,BC
1490,51:18.3,-0.04,0.03,0.01,0.42,-0.19,10.91,-70,12.41587323,BC
1491,51:18.4,-0.04,0.03,0.01,0.4,-0.2,10.91,-70,12.41587323,BC
1492,51:18.5,-0.04,0.03,0.01,0.41,-0.18,10.91,-70,12.41587323,BC
1493,51:18.5,0.21,0.02,0,0.3,3.52,9.77,-70,12.41587323,BC
1494,51:18.6,0.02,-0.02,-0.11,0.26,5.09,10.25,-70,12.41587323,BC
1495,51:18.6,0.1,0.04,-0.19,0.67,4.35,9.79,-70,12.41587323,BC
1496,51:18.7,-0.07,0.05,-0.18,0.86,2.75,9.82,-70,12.41587323,BC
1497,51:18.8,-0.3,0.03,-0.06,0.42,0.97,10.79,-70,12.41587323,BC
1498,51:18.9,0.07,0.08,0.02,0.61,0.01,10.84,-70,12.41587323,BC
1499,51:18.9,-0.11,0,0.11,0.35,-4.39,10.29,-70,12.41587323,BC
1500,51:19.0,-0.15,0,0.25,0.26,-4.98,10.46,-70,12.41587323,BC
1501,51:19.5,-0.06,-0.03,0.4,0.24,-5.01,10.7,-69,11.81034395,BC
1502,51:19.1,0.01,-0.01,0.13,0.53,-2.42,10.68,-68,11.23434667,BC
