Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI,Distance,Label
906,50:41.9,-0.04,0.03,0.01,0.46,-0.17,10.92,-74,15.16478181,BC
907,50:42.0,-0.04,0.03,0.01,0.46,-0.18,10.9,-74,15.16478181,BC
908,50:42.2,-0.04,0.03,0.01,0.46,-0.19,10.92,-74,15.16478181,BC
909,50:42.8,-0.04,0.03,0.01,0.46,-0.18,10.9,-74,15.16478181,BC
910,50:42.1,-0.04,0.03,0.01,0.46,-0.17,10.92,-74,15.16478181,BC
911,50:42.2,-0.04,0.03,0.01,0.45,-0.18,10.92,-74,15.16478181,BC
912,50:42.3,-0.04,0.03,0.01,0.6,0.04,11.16,-73,14.42518667,BC
913,50:42.3,0.05,0.07,-0.05,1.06,3.93,9.75,-73,14.42518667,BC
914,50:42.4,0.1,0.11,-0.03,0.81,4.56,10.16,-73,14.42518667,BC
915,50:42.5,-0.09,0.03,-0.2,0.74,4.26,12.82,-72,13.72166201,BC
916,50:42.5,-0.15,0.06,-0.11,0.11,1.45,11.32,-70,12.41587323,BC
917,50:42.6,0.05,0.14,0.06,0.62,1.08,9.93,-70,12.41587323,BC
918,50:42.7,-0.11,-0.07,0.01,0.02,0.22,10.82,-68,11.23434667,BC
919,50:42.8,0.09,0.12,0.05,0.7,-0.23,10.66,-66,10.16525724,BC
920,50:42.8,-0.21,0.05,-0.04,0.36,-4.34,10.05,-64,9.197905113,BC
921,50:42.9,0.07,0.02,-0.06,-1.09,-0.79,10.36,-64,9.197905113,BC
922,50:43.7,-0.18,-0.02,1.57,1.04,-3.2,10.46,-63,8.749317987,BC
923,50:43.6,-0.06,0.05,0.8,0.06,-3.13,10.71,-64,9.197905113,BC
924,50:43.1,0.04,0.05,0.16,0.54,-1.81,10.74,-64,9.197905113,BC
925,50:43.2,-0.03,0.05,0,0.39,-1.35,10.79,-64,9.197905113,BC
926,50:43.3,-0.05,0.04,0.02,0.38,-1.46,11.18,-64,9.197905113,BC
927,50:43.3,-0.03,0.03,0.01,0.43,0.13,10.87,-64,9.197905113,BC
928,50:43.4,-0.04,0.03,0,0.38,-0.28,10.93,-63,8.749317987,BC
929,50:43.4,-0.04,0.03,0.01,0.42,-0.11,10.92,-63,8.749317987,BC
930,50:43.5,-0.04,0.03,0.01,0.44,-0.15,10.9,-62,8.322608714,BC
931,50:43.6,-0.04,0.03,0.01,0.43,-0.18,10.91,-62,8.322608714,BC
932,50:43.6,-0.04,0.03,0.01,0.43,-0.17,10.93,-62,8.322608714,BC
933,50:43.7,-0.04,0.03,0.01,0.43,-0.18,10.92,-62,8.322608714,BC
934,50:43.8,-0.04,0.03,0.01,0.42,-0.18,10.91,-62,8.322608714,BC
935,50:43.9,-0.04,0.03,0.01,0.43,-0.17,10.91,-62,8.322608714,BC
936,50:43.9,-0.04,0.03,0.01,0.43,-0.17,10.93,-62,8.322608714,BC
937,50:44.3,-0.04,0.03,0.01,0.43,-0.17,10.91,-62,8.322608714,BC
938,50:44.9,-0.04,0.03,0.01,0.42,-0.17,10.91,-62,8.322608714,BC
939,50:44.2,-0.04,0.03,0.01,0.43,-0.17,10.91,-62,8.322608714,BC
940,50:44.3,-0.04,0.03,0.01,0.43,-0.17,10.9,-62,8.322608714,BC
941,50:44.4,-0.04,0.03,0.01,0.43,-0.16,10.91,-62,8.322608714,BC
942,50:44.4,-0.04,0.03,0.01,0.43,-0.16,10.91,-62,8.322608714,BC
943,50:44.5,-0.04,0.03,0.01,0.43,-0.18,10.92,-62,8.322608714,BC
944,50:44.6,-0.04,0.03,0.01,0.44,-0.18,10.91,-62,8.322608714,BC
945,50:44.6,-0.04,0.03,0.01,0.44,-0.17,10.89,-61,7.916710297,BC
946,50:44.7,-0.04,0.03,0.01,0.43,-0.17,10.9,-61,7.916710297,BC
947,50:44.8,-0.04,0.03,0.01,0.43,-0.17,10.9,-61,7.916710297,BC
948,50:44.8,-0.04,0.03,0.02,0.43,-0.18,10.91,-61,7.916710297,BC
949,50:44.9,-0.04,0.03,0.01,0.43,-0.17,10.91,-61,7.916710297,BC
950,50:45.0,-0.04,0.03,0.01,0.43,-0.16,10.92,-61,7.916710297,BC
951,50:45.5,-0.04,0.03,0.01,0.42,-0.17,10.9,-61,7.916710297,BC
952,50:45.1,-0.04,0.03,0.01,0.42,-0.17,10.92,-61,7.916710297,BC
953,50:45.2,-0.04,0.03,0.01,0.44,-0.17,10.89,-61,7.916710297,BC
954,50:45.3,-0.04,0.03,0.01,0.43,-0.17,10.91,-61,7.916710297,BC
955,50:45.3,-0.04,0.03,0.01,0.43,-0.18,10.9,-61,7.916710297,BC
956,50:45.4,-0.04,0.03,0.01,0.43,-0.17,10.93,-61,7.916710297,BC
957,50:45.5,-0.04,0.03,0.01,0.43,-0.17,10.92,-61,7.916710297,BC
958,50:45.5,-0.04,0.03,0.01,0.43,-0.17,10.93,-61,7.916710297,BC
959,50:45.6,-0.04,0.03,0.01,0.43,-0.17,10.91,-61,7.916710297,BC
960,50:45.7,-0.04,0.03,0.01,0.43,-0.17,10.91,-61,7.916710297,BC
961,50:45.7,-0.04,0.03,0.01,0.43,-0.16,10.94,-61,7.916710297,BC
962,50:45.8,-0.04,0.03,0.01,0.44,-0.17,10.91,-61,7.916710297,BC
963,50:45.9,-0.04,0.03,0.01,0.43,-0.17,10.91,-61,7.916710297,BC
964,50:45.9,-0.04,0.03,0.01,0.43,-0.17,10.92,-61,7.916710297,BC
965,50:46.3,-0.04,0.03,0.01,0.43,-0.16,10.92,-61,7.916710297,BC
966,50:47.0,-0.04,0.03,0.01,0.43,-0.18,10.93,-61,7.916710297,BC
967,50:46.2,-0.04,0.03,0.01,0.42,-0.17,10.92,-61,7.916710297,BC
968,50:46.2,-0.04,0.03,0.01,0.43,-0.16,10.9,-61,7.916710297,BC
969,50:46.3,-0.04,0.03,0.01,0.43,-0.18,10.91,-61,7.916710297,BC
970,50:46.4,-0.04,0.03,0.01,0.43,-0.18,10.92,-61,7.916710297,BC
971,50:46.4,-0.04,0.03,0.01,0.43,-0.17,10.92,-61,7.916710297,BC
972,50:46.5,-0.04,0.03,0.01,0.43,-0.17,10.92,-61,7.916710297,BC
973,50:46.6,-0.04,0.03,0.01,0.43,-0.17,10.92,-61,7.916710297,BC
974,50:46.6,-0.04,0.03,0.01,0.43,-0.17,10.9,-61,7.916710297,BC
975,50:46.7,-0.04,0.03,0.01,0.43,-0.18,10.93,-61,7.916710297,BC
976,50:46.8,-0.04,0.03,0.01,0.44,-0.17,10.91,-61,7.916710297,BC
977,50:46.8,-0.04,0.03,0.01,0.43,-0.18,10.91,-61,7.916710297,BC
978,50:46.9,-0.04,0.03,0.01,0.43,-0.17,10.92,-61,7.916710297,BC
979,50:47.0,-0.04,0.03,0.01,0.43,-0.18,10.91,-61,7.916710297,BC
980,50:47.3,-0.04,0.03,0.01,0.43,-0.18,10.92,-61,7.916710297,BC
981,50:47.9,-0.04,0.03,0.01,0.43,-0.17,10.93,-61,7.916710297,BC
982,50:47.2,-0.04,0.03,0.01,0.43,-0.17,10.92,-61,7.916710297,BC
983,50:47.3,-0.04,0.03,0.01,0.44,-0.18,10.93,-61,7.916710297,BC
984,50:47.4,-0.04,0.03,0.01,0.42,-0.17,10.92,-61,7.916710297,BC
985,50:47.4,-0.04,0.03,0.01,0.43,-0.17,10.93,-61,7.916710297,BC
986,50:47.5,-0.04,0.03,0.01,0.43,-0.17,10.93,-61,7.916710297,BC
987,50:47.6,-0.04,0.03,0.01,0.44,-0.17,10.92,-61,7.916710297,BC
988,50:47.7,-0.04,0.03,0.01,0.43,-0.17,10.92,-61,7.916710297,BC
989,50:47.8,0.2,0.05,0,0.2,3.89,9.93,-61,7.916710297,BC
990,50:47.8,0.25,0.04,-0.19,0.72,4.73,8.22,-61,7.916710297,BC
991,50:47.9,-0.15,-0.01,-0.22,0.77,3.68,9.34,-61,7.916710297,BC
992,50:48.0,-0.22,-0.04,-0.21,0.19,2.71,12.23,-61,7.916710297,BC
993,50:48.3,0.17,0.08,0,0.37,1.45,10.09,-61,7.916710297,BC
994,50:48.9,0.03,0.04,0.05,-0.06,0.55,11.15,-62,8.322608714,BC
995,50:48.1,-0.2,-0.04,0.01,0.54,0.04,11.04,-62,8.322608714,BC
996,50:48.2,0.06,0.06,0.05,0.23,0.65,11.08,-63,8.749317987,BC
997,50:48.3,-0.07,0.01,0.05,-0.25,0.16,11.35,-65,9.669491793,BC
998,50:48.3,-0.35,-0.01,0,0.71,-2.89,10.67,-65,9.669491793,BC
999,50:48.4,-0.09,0.13,0.03,0.36,-5.22,10.92,-67,10.68644112,BC
1000,50:48.5,-0.04,0.11,0.01,0.17,-5.27,10.59,-67,10.68644112,BC
1001,50:48.5,-0.02,0,0.11,0.54,-3.39,10.44,-67,10.68644112,BC
1002,50:48.6,0.01,0.05,0,0.4,-1.96,10.86,-67,10.68644112,BC
1003,50:48.6,-0.01,0.04,0.02,0.34,-1.53,10.96,-67,10.68644112,BC
1004,50:48.7,-0.03,0.04,0.03,0.3,-0.8,10.98,-68,11.23434667,BC
1005,50:48.8,-0.01,0.03,0.03,0.37,0.22,10.87,-68,11.23434667,BC
1006,50:48.8,-0.04,0.03,0.01,0.38,-0.33,10.93,-69,11.81034395,BC
1007,50:48.9,-0.03,0.03,0.01,0.39,-0.08,10.89,-69,11.81034395,BC
1008,50:48.9,-0.04,0.03,0.01,0.4,-0.17,10.93,-69,11.81034395,BC
1009,50:49.3,-0.04,0.03,0.01,0.42,-0.15,10.91,-69,11.81034395,BC
1010,50:49.9,-0.04,0.03,0.01,0.42,-0.1,10.92,-69,11.81034395,BC
1011,50:49.2,-0.04,0.03,0.01,0.41,-0.1,10.92,-69,11.81034395,BC
1012,50:49.2,-0.04,0.03,0.02,0.41,-0.13,10.91,-70,12.41587323,BC
1013,50:49.3,-0.04,0.03,0.01,0.41,-0.12,10.91,-70,12.41587323,BC
1014,50:49.3,-0.04,0.03,0.01,0.41,-0.11,10.92,-70,12.41587323,BC
1015,50:49.4,-0.04,0.03,0.01,0.4,-0.11,10.93,-70,12.41587323,BC
1016,50:49.5,-0.04,0.03,0.01,0.41,-0.11,10.91,-70,12.41587323,BC
1017,50:49.6,-0.04,0.03,0.01,0.41,-0.12,10.91,-70,12.41587323,BC
1018,50:49.6,-0.04,0.03,0.01,0.41,-0.11,10.92,-71,13.05244866,BC
1019,50:49.7,-0.04,0.03,0.01,0.41,-0.12,10.92,-71,13.05244866,BC
1020,50:49.7,-0.04,0.03,0.01,0.4,-0.12,10.91,-71,13.05244866,BC
1021,50:49.8,-0.04,0.04,0.01,1.32,0.95,10.33,-71,13.05244866,BC
1022,50:49.9,-0.05,0.03,-0.91,0.76,0.89,10.53,-71,13.05244866,BC
1023,50:49.9,-0.13,-0.01,-1.26,-0.59,-0.68,10.72,-71,13.05244866,BC
1024,50:50.0,-0.07,0.01,-0.57,0.47,-1.39,11.1,-70,12.41587323,BC
1025,50:50.2,0,0.05,-0.07,0.48,0.19,10.86,-68,11.23434667,BC
1026,50:50.8,-0.05,0.03,0,0.45,-0.26,10.91,-68,11.23434667,BC
1027,50:50.1,-0.03,0.03,0.01,0.48,-0.02,10.93,-67,10.68644112,BC
1028,50:50.2,-0.04,0.03,0.01,0.48,-0.11,10.91,-67,10.68644112,BC
1029,50:50.3,-0.04,0.03,0.02,0.48,-0.09,10.91,-66,10.16525724,BC
1030,50:50.3,-0.04,0.03,0.01,0.48,-0.1,10.92,-66,10.16525724,BC
1031,50:50.4,-0.04,0.03,0.01,0.48,-0.08,10.91,-65,9.669491793,BC
1032,50:50.4,-0.04,0.03,0.01,0.49,-0.08,10.91,-64,9.197905113,BC
1033,50:50.5,-0.04,0.03,0.01,0.48,-0.09,10.93,-64,9.197905113,BC
1034,50:50.5,-0.04,0.03,0.01,0.48,-0.09,10.93,-64,9.197905113,BC
1035,50:50.6,-0.04,0.03,0.01,0.47,-0.09,10.9,-64,9.197905113,BC
1036,50:50.7,-0.04,0.03,0.01,0.48,-0.09,10.91,-64,9.197905113,BC
1037,50:50.7,-0.04,0.03,0.01,0.48,-0.08,10.89,-64,9.197905113,BC
1038,50:50.8,-0.04,0.03,0.01,0.48,-0.08,10.9,-64,9.197905113,BC
1039,50:50.8,-0.04,0.03,0.01,0.47,-0.08,10.93,-64,9.197905113,BC
1040,50:50.9,-0.04,0.03,0.01,0.47,-0.09,10.93,-64,9.197905113,BC
1041,50:51.0,-0.04,0.03,0.01,0.28,0.27,10.9,-64,9.197905113,BC
1042,50:51.4,0.01,0,0.5,0.23,1.66,10.84,-64,9.197905113,BC
1043,50:52.0,-0.09,0.06,1.07,0.95,-1.23,10.87,-64,9.197905113,BC
1044,50:51.2,-0.04,0.02,0.71,0.45,-2.23,10.73,-64,9.197905113,BC
1045,50:51.2,0.01,0.02,0.14,0.43,0.09,10.99,-64,9.197905113,BC
1046,50:51.3,-0.04,0.03,0.04,0.43,0.01,10.86,-64,9.197905113,BC
1047,50:51.3,-0.04,0.03,0.01,0.43,-0.1,10.92,-64,9.197905113,BC
1048,50:51.4,-0.04,0.03,0.01,0.44,-0.07,10.94,-64,9.197905113,BC
1049,50:51.5,-0.04,0.03,0.01,0.45,-0.05,10.92,-64,9.197905113,BC
1050,50:51.5,-0.04,0.03,0.01,0.45,-0.05,10.93,-64,9.197905113,BC
1051,50:51.6,-0.04,0.03,0.01,0.46,-0.06,10.92,-64,9.197905113,BC
1052,50:51.6,-0.04,0.03,0.01,0.45,-0.05,10.92,-64,9.197905113,BC
1053,50:51.7,-0.04,0.03,0.01,0.44,-0.05,10.94,-64,9.197905113,BC
1054,50:51.7,-0.04,0.03,0.01,0.44,-0.05,10.91,-63,8.749317987,BC
1055,50:51.8,-0.04,0.03,0.01,0.45,-0.05,10.92,-63,8.749317987,BC
1056,50:51.9,-0.04,0.03,0.02,0.45,-0.06,10.92,-63,8.749317987,BC
1057,50:51.9,-0.04,0.03,0.01,0.45,-0.05,10.91,-63,8.749317987,BC
1058,50:52.0,-0.04,0.03,0.01,0.45,-0.05,10.91,-63,8.749317987,BC
1059,50:52.5,-0.04,0.03,0.02,0.45,-0.05,10.91,-63,8.749317987,BC
1060,50:52.1,-0.04,0.03,0.01,0.45,-0.06,10.92,-63,8.749317987,BC
1061,50:52.2,-0.04,0.03,0.01,0.46,-0.05,10.92,-63,8.749317987,BC
1062,50:52.2,-0.04,0.03,0.01,0.45,-0.06,10.92,-63,8.749317987,BC
1063,50:52.3,-0.04,0.03,0.01,0.45,-0.04,10.91,-63,8.749317987,BC
1064,50:52.3,-0.04,0.03,0.01,0.44,-0.04,10.93,-63,8.749317987,BC
1065,50:52.4,-0.07,0.04,0,0.08,4.26,10.96,-63,8.749317987,BC
1066,50:52.5,-0.2,0.02,0.02,0.68,4.79,12.44,-63,8.749317987,BC
1067,50:52.5,-0.1,-0.1,-0.17,1.08,4.52,10.2,-63,8.749317987,BC
1068,50:52.6,-0.01,0.06,-0.16,0.52,2.5,10.6,-63,8.749317987,BC
1069,50:52.6,-0.03,0.15,0.06,0.19,1.04,11.78,-63,8.749317987,BC
1070,50:52.7,-0.12,0.05,-0.01,0.21,0.92,10.53,-63,8.749317987,BC
1071,50:52.8,0.03,-0.01,0.08,0.52,0.08,11.2,-63,8.749317987,BC
1072,50:52.8,0.01,0.11,0.06,0.18,0.33,11.41,-63,8.749317987,BC
1073,50:52.9,-0.18,0.01,-0.02,0.31,-3.33,11.23,-64,9.197905113,BC
1074,50:53.0,0.09,-0.04,-0.02,0.72,-5.08,10.93,-64,9.197905113,BC
1075,50:53.8,0.12,0,-0.11,0.42,-4.22,9.87,-64,9.197905113,BC
1076,50:53.5,-0.1,0.01,-0.1,0.23,-4.66,10.35,-64,9.197905113,BC
1077,50:53.1,0.06,0.03,0.05,0.73,-3.93,10.86,-65,9.669491793,BC
1078,50:53.2,0.07,0.04,0,0.64,-2.2,10.87,-65,9.669491793,BC
1079,50:53.2,0.01,0.04,-0.01,0.49,-1.75,10.93,-65,9.669491793,BC
1080,50:53.2,0,0.05,0.03,0.48,-1.65,10.81,-65,9.669491793,BC
1081,50:53.3,-0.06,0.04,0.02,0.44,-0.56,10.74,-67,10.68644112,BC
1082,50:53.4,-0.01,0.04,0.04,0.48,0.23,10.87,-67,10.68644112,BC
1083,50:53.4,-0.05,0.04,0.01,0.44,-0.18,10.92,-67,10.68644112,BC
1084,50:53.5,-0.04,0.03,0.02,0.45,-0.13,10.9,-67,10.68644112,BC
1085,50:53.5,-0.04,0.03,0.01,0.45,-0.14,10.92,-68,11.23434667,BC
1086,50:53.6,-0.04,0.03,0.02,0.46,-0.11,10.92,-68,11.23434667,BC
1087,50:53.6,-0.04,0.03,0.02,0.46,-0.14,10.92,-68,11.23434667,BC
1088,50:53.7,-0.04,0.03,0.01,0.45,-0.12,10.91,-68,11.23434667,BC
1089,50:53.8,-0.04,0.03,0.01,0.46,-0.12,10.92,-68,11.23434667,BC
1090,50:53.8,-0.04,0.03,0.01,0.45,-0.12,10.92,-69,11.81034395,BC
1091,50:53.9,-0.04,0.03,0.01,0.46,-0.12,10.91,-69,11.81034395,BC
1092,50:53.9,-0.04,0.03,0.01,0.46,-0.12,10.92,-69,11.81034395,BC
1093,50:54.0,-0.04,0.03,0.01,0.44,-0.13,10.92,-69,11.81034395,BC
1094,50:54.5,-0.04,0.03,0.01,0.45,-0.13,10.92,-70,12.41587323,BC
1095,50:54.1,-0.04,0.03,0.01,0.45,-0.13,10.91,-70,12.41587323,BC
1096,50:54.2,-0.04,0.03,0.01,0.45,-0.14,10.91,-70,12.41587323,BC
1097,50:54.2,-0.04,0.03,0.02,0.45,-0.13,10.91,-70,12.41587323,BC
1098,50:54.3,-0.04,0.03,0.01,0.45,-0.13,10.92,-70,12.41587323,BC
1099,50:54.4,-0.04,0.03,0.01,0.45,-0.14,10.92,-70,12.41587323,BC
1100,50:54.4,-0.04,0.03,0.01,0.46,-0.13,10.93,-70,12.41587323,BC
1101,50:54.5,-0.04,0.03,0.01,0.45,-0.13,10.91,-70,12.41587323,BC
1102,50:54.5,-0.04,0.03,0.01,0.44,-0.12,10.91,-70,12.41587323,BC
1103,50:54.6,-0.04,0.03,0.02,0.46,-0.13,10.91,-70,12.41587323,BC
1104,50:54.7,-0.04,0.03,0.01,0.46,-0.12,10.91,-70,12.41587323,BC
1105,50:54.7,-0.04,0.03,0.01,0.46,-0.14,10.91,-70,12.41587323,BC
1106,50:54.8,-0.04,0.03,0.01,0.45,-0.13,10.92,-70,12.41587323,BC
1107,50:54.9,-0.04,0.03,0.01,0.45,-0.13,10.92,-70,12.41587323,BC
1108,50:54.9,-0.04,0.03,0.01,0.46,-0.14,10.91,-70,12.41587323,BC
1109,50:55.0,-0.04,0.03,0.01,0.45,-0.13,10.92,-70,12.41587323,BC
1110,50:55.3,-0.04,0.03,0.01,0.45,-0.13,10.92,-70,12.41587323,BC
1111,50:55.9,-0.04,0.03,0.01,0.46,-0.14,10.92,-70,12.41587323,BC
1112,50:55.1,-0.04,0.03,0.01,0.45,-0.14,10.91,-70,12.41587323,BC
1113,50:55.2,-0.04,0.03,0.01,0.45,-0.12,10.92,-70,12.41587323,BC
1114,50:55.3,-0.04,0.03,0.01,0.45,-0.12,10.92,-70,12.41587323,BC
1115,50:55.3,-0.04,0.03,0.01,0.45,-0.12,10.9,-70,12.41587323,BC
1116,50:55.4,-0.04,0.03,0.01,0.45,-0.13,10.9,-70,12.41587323,BC
1117,50:55.4,-0.04,0.03,0.01,0.45,-0.13,10.92,-70,12.41587323,BC
1118,50:55.5,-0.04,0.03,0.01,0.44,-0.12,10.91,-70,12.41587323,BC
1119,50:55.6,-0.04,0.03,0.01,0.44,-0.12,10.91,-70,12.41587323,BC
1120,50:55.6,-0.04,0.03,0.01,0.45,-0.13,10.92,-70,12.41587323,BC
1121,50:55.7,-0.04,0.03,0.01,0.45,-0.13,10.9,-70,12.41587323,BC
1122,50:55.7,-0.04,0.03,0.01,0.46,-0.12,10.91,-70,12.41587323,BC
1123,50:55.8,-0.04,0.03,0.01,0.45,-0.13,10.92,-70,12.41587323,BC
1124,50:55.9,-0.04,0.03,0.01,0.44,-0.12,10.91,-71,13.05244866,BC
1125,50:55.9,-0.04,0.03,0.01,0.45,-0.12,10.92,-71,13.05244866,BC
1126,50:56.0,-0.04,0.03,0.01,0.46,-0.12,10.92,-71,13.05244866,BC
1127,50:56.3,-0.04,0.03,0.01,0.45,-0.13,10.9,-71,13.05244866,BC
1128,50:56.9,-0.04,0.03,0.01,0.46,-0.12,10.92,-71,13.05244866,BC
1129,50:56.1,-0.04,0.03,0.01,0.46,-0.12,10.92,-71,13.05244866,BC
1130,50:56.2,-0.04,0.03,0.01,0.46,-0.12,10.89,-71,13.05244866,BC
1131,50:56.3,-0.04,0.03,0.01,0.46,-0.13,10.92,-71,13.05244866,BC
1132,50:56.3,-0.04,0.03,0.01,0.45,-0.12,10.92,-71,13.05244866,BC
1133,50:56.4,-0.04,0.03,0.01,0.44,-0.12,10.91,-71,13.05244866,BC
1134,50:56.5,-0.04,0.03,0.01,0.45,-0.13,10.91,-71,13.05244866,BC
1135,50:56.5,-0.04,0.03,0.02,0.46,-0.13,10.92,-71,13.05244866,BC
1136,50:56.6,-0.04,0.03,0.01,0.45,-0.13,10.92,-71,13.05244866,BC
1137,50:56.7,-0.04,0.03,0.01,0.45,-0.13,10.92,-71,13.05244866,BC
1138,50:56.7,-0.04,0.03,0.01,0.45,-0.13,10.91,-71,13.05244866,BC
1139,50:56.8,-0.04,0.03,0.01,0.45,-0.14,10.91,-71,13.05244866,BC
1140,50:56.8,-0.04,0.03,0.01,0.43,-0.09,10.96,-71,13.05244866,BC
1141,50:56.9,0.06,0.04,0.04,-0.06,4.43,12.39,-71,13.05244866,BC
1142,50:57.0,0.1,0.13,0.06,-0.11,5.28,9.2,-71,13.05244866,BC
1143,50:57.1,-0.23,-0.07,-0.01,0.91,3.77,11.9,-71,13.05244866,BC
1144,50:57.8,-0.09,0.05,-0.16,0.35,2.24,11.43,-71,13.05244866,BC
1145,50:57.1,0.2,0.12,0.06,0.52,1.54,11.24,-71,13.05244866,BC
1146,50:57.2,-0.21,-0.02,0,-0.35,0.65,11.7,-72,13.72166201,BC
1147,50:57.3,-0.16,-0.03,0.02,0.18,0.1,10.61,-72,13.72166201,BC
1148,50:57.3,0.26,0.11,0.08,1.15,0.31,10.31,-72,13.72166201,BC
1149,50:57.4,-0.13,0.13,-0.02,0.08,-0.26,10.55,-72,13.72166201,BC
1150,50:57.4,-0.12,0,0.03,0.22,-0.45,10.99,-72,13.72166201,BC
1151,50:57.5,0.03,0.16,0.09,0.52,-3.23,10.82,-71,13.05244866,BC
1152,50:57.6,-0.17,0.1,0.1,0.32,-5.25,11.15,-71,13.05244866,BC
1153,50:57.6,-0.15,0.02,0.01,0.48,-5.88,11.73,-69,11.81034395,BC
1154,50:57.7,-0.1,0.02,-0.02,0.37,-4.33,10.67,-69,11.81034395,BC
1155,50:57.7,-0.07,0.01,-0.05,0.4,-2.07,10.54,-69,11.81034395,BC
1156,50:57.8,-0.05,0.03,-0.02,0.3,-1.62,10.89,-69,11.81034395,BC
1157,50:57.9,-0.07,0.03,0.01,0.46,-1.98,10.94,-69,11.81034395,BC
1158,50:57.9,0.06,0,0.09,-0.25,1.7,10.02,-69,11.81034395,BC
1159,50:58.0,-0.03,0.01,0.73,0.3,0.43,10.43,-69,11.81034395,BC
1160,50:58.4,-0.04,0,0.65,0.92,-2.04,10.52,-69,11.81034395,BC
1161,50:58.1,0,0.01,0.07,0.39,-0.09,10.96,-69,11.81034395,BC
1162,50:58.2,-0.03,0.03,0.01,0.4,-0.46,10.9,-69,11.81034395,BC
1163,50:58.2,-0.03,0.03,0.02,0.46,-0.04,10.9,-69,11.81034395,BC
1164,50:58.3,-0.05,0.04,0.01,0.43,-0.38,10.94,-69,11.81034395,BC
1165,50:58.3,-0.04,0.03,0.02,0.45,-0.21,10.9,-69,11.81034395,BC
1166,50:58.4,-0.04,0.03,0.01,0.45,-0.2,10.91,-69,11.81034395,BC
1167,50:58.5,-0.04,0.03,0.01,0.44,-0.25,10.92,-69,11.81034395,BC
1168,50:58.5,-0.04,0.03,0.01,0.45,-0.25,10.92,-69,11.81034395,BC
1169,50:58.6,-0.04,0.03,0.01,0.44,-0.24,10.92,-69,11.81034395,BC
1170,50:58.6,-0.04,0.03,0.01,0.45,-0.24,10.92,-70,12.41587323,BC
1171,50:58.7,-0.04,0.03,0.01,0.45,-0.23,10.91,-70,12.41587323,BC
1172,50:58.8,-0.04,0.03,0.01,0.45,-0.22,10.92,-70,12.41587323,BC
1173,50:58.8,-0.04,0.03,0.01,0.44,-0.23,10.91,-70,12.41587323,BC
1174,50:58.9,-0.04,0.03,0.01,0.44,-0.23,10.92,-70,12.41587323,BC
1175,50:58.9,-0.04,0.03,0.01,0.45,-0.23,10.9,-70,12.41587323,BC
1176,50:59.0,-0.04,0.03,0.01,0.45,-0.23,10.91,-70,12.41587323,BC
1177,50:59.7,-0.04,0.03,0.01,0.45,-0.23,10.92,-70,12.41587323,BC
1178,50:59.1,-0.04,0.03,0.01,0.45,-0.24,10.9,-70,12.41587323,BC
1179,50:59.2,-0.04,0.03,0.01,0.44,-0.24,10.92,-70,12.41587323,BC
1180,50:59.2,-0.04,0.03,0.01,0.45,-0.23,10.91,-70,12.41587323,BC
1181,50:59.3,-0.04,0.03,0.01,0.45,-0.23,10.91,-70,12.41587323,BC
1182,50:59.4,-0.04,0.03,0.01,0.45,-0.23,10.91,-70,12.41587323,BC
1183,50:59.4,-0.04,0.03,0.01,0.44,-0.24,10.91,-70,12.41587323,BC
1184,50:59.5,-0.04,0.03,0.01,0.45,-0.23,10.9,-70,12.41587323,BC
1185,50:59.5,-0.04,0.03,0.01,0.44,-0.24,10.89,-70,12.41587323,BC
1186,50:59.6,-0.04,0.03,0.01,0.44,-0.23,10.9,-70,12.41587323,BC
1187,50:59.7,-0.04,0.03,0.01,0.43,-0.23,10.91,-70,12.41587323,BC
1188,50:59.7,-0.04,0.03,0.01,0.43,-0.24,10.91,-70,12.41587323,BC
1189,50:59.8,-0.04,0.03,0.01,0.44,-0.23,10.91,-70,12.41587323,BC
1190,50:59.8,-0.04,0.03,0.01,0.44,-0.24,10.9,-69,11.81034395,BC
1191,51:00.0,-0.04,0.03,0.01,0.43,-0.23,10.91,-69,11.81034395,BC
1192,51:00.2,-0.04,0.03,0.01,0.45,-0.24,10.91,-69,11.81034395,BC
1193,51:00.8,-0.04,0.03,0.01,0.44,-0.24,10.92,-69,11.81034395,BC
1194,51:00.1,-0.04,0.03,0.01,0.44,-0.23,10.91,-69,11.81034395,BC
1195,51:00.2,-0.04,0.03,0.01,0.44,-0.22,10.9,-69,11.81034395,BC
1196,51:00.2,-0.04,0.03,0.01,0.44,-0.23,10.91,-69,11.81034395,BC
1197,51:00.3,-0.04,0.03,0.01,0.44,-0.24,10.9,-69,11.81034395,BC
1198,51:00.3,-0.04,0.03,0.02,0.44,-0.24,10.92,-69,11.81034395,BC
1199,51:00.4,-0.04,0.03,0.01,0.44,-0.24,10.91,-69,11.81034395,BC
1200,51:00.5,-0.04,0.03,0.01,0.44,-0.24,10.91,-69,11.81034395,BC
1201,51:00.5,-0.04,0.03,0.01,0.44,-0.24,10.92,-69,11.81034395,BC
1202,51:00.6,-0.04,0.03,0.01,0.44,-0.23,10.91,-69,11.81034395,BC
1203,51:00.6,-0.04,0.03,0.01,0.44,-0.23,10.91,-69,11.81034395,BC
1204,51:00.7,-0.04,0.03,0.01,0.45,-0.23,10.92,-69,11.81034395,BC
1205,51:00.8,-0.04,0.03,0.01,0.45,-0.23,10.92,-69,11.81034395,BC
