Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI,Distance
1,52:11.2,0,0.03,0.01,0.31,-5.09,11.4,-65,9.669491793
2,52:11.2,-0.05,0.07,0.13,0.4,-2.97,10.44,-65,9.669491793
3,52:11.3,-0.01,0.03,-0.05,0.39,-1.74,10.72,-65,9.669491793
4,52:11.3,-0.03,0.02,-0.02,0.46,-1.55,10.84,-65,9.669491793
5,52:11.4,-0.01,0.03,0.02,0.45,-0.76,10.9,-65,9.669491793
6,52:11.5,-0.01,0.04,0.02,0.39,0.32,10.85,-65,9.669491793
7,52:11.5,-0.05,0.03,0,0.37,-0.3,10.93,-65,9.669491793
8,52:11.6,-0.03,0.04,0.02,0.39,0.09,10.9,-66,10.16525724
9,52:11.6,-0.04,0.03,0.01,0.43,-0.1,10.93,-66,10.16525724
10,52:11.7,-0.04,0.03,0.01,0.44,-0.09,10.92,-66,10.16525724
11,52:11.7,-0.04,0.03,0.02,0.42,-0.03,10.92,-67,10.68644112
12,52:11.8,-0.04,0.03,0.01,0.44,-0.05,10.91,-67,10.68644112
13,52:11.9,-0.04,0.03,0.01,0.43,-0.07,10.9,-68,11.23434667
14,52:11.9,-0.04,0.03,0.01,0.43,-0.06,10.91,-68,11.23434667
15,52:12.0,-0.04,0.03,0.01,0.43,-0.06,10.91,-69,11.81034395
16,52:12.4,-0.04,0.03,0.01,0.43,-0.07,10.92,-69,11.81034395
17,52:12.9,-0.04,0.03,0.01,0.43,-0.06,10.93,-69,11.81034395
18,52:12.1,-0.04,0.03,0.01,0.43,-0.06,10.91,-70,12.41587323
19,52:12.2,-0.04,0.03,0.01,0.42,-0.05,10.91,-70,12.41587323
20,52:12.3,-0.04,0.03,0.01,0.43,-0.06,10.92,-72,13.72166201
21,52:12.3,-0.04,0.03,0.01,0.43,-0.06,10.92,-72,13.72166201
22,52:12.4,-0.04,0.03,0.01,0.43,-0.07,10.92,-72,13.72166201
23,52:12.4,-0.04,0.03,0.01,0.44,-0.06,10.92,-71,13.05244866
24,52:12.5,-0.04,0.03,0.01,0.43,-0.07,10.92,-71,13.05244866
25,52:12.6,-0.04,0.03,0.01,0.44,-0.06,10.92,-71,13.05244866
26,52:12.6,-0.04,0.03,0.01,0.43,-0.06,10.92,-71,13.05244866
27,52:12.7,-0.04,0.03,0.01,0.43,-0.06,10.92,-71,13.05244866
28,52:12.7,-0.04,0.03,0.01,0.43,-0.05,10.93,-71,13.05244866
29,52:12.8,-0.04,0.03,0.01,0.44,-0.05,10.93,-71,13.05244866
30,52:12.9,-0.04,0.03,0.01,0.43,-0.06,10.92,-71,13.05244866
31,52:12.9,-0.04,0.03,0.01,0.43,-0.05,10.92,-71,13.05244866
32,52:13.0,-0.04,0.03,0.01,0.42,-0.06,10.9,-71,13.05244866
33,52:13.3,-0.04,0.03,0.01,0.42,-0.06,10.91,-71,13.05244866
34,52:13.8,-0.04,0.03,0.01,0.42,-0.07,10.91,-71,13.05244866
35,52:13.1,-0.04,0.03,0.01,0.42,-0.06,10.92,-71,13.05244866
36,52:13.2,-0.04,0.03,0.01,0.41,-0.05,10.91,-71,13.05244866
37,52:13.2,-0.04,0.03,0.01,0.42,-0.06,10.91,-71,13.05244866
38,52:13.3,-0.04,0.03,0.01,0.43,-0.07,10.93,-71,13.05244866
39,52:13.3,-0.04,0.03,0.01,0.43,-0.06,10.92,-71,13.05244866
40,52:13.4,-0.04,0.03,0.01,0.42,-0.06,10.93,-72,13.72166201
41,52:13.5,-0.04,0.03,0.01,0.43,-0.05,10.92,-72,13.72166201
42,52:13.5,-0.04,0.03,0.01,0.44,-0.07,10.93,-73,14.42518667
43,52:13.6,-0.04,0.03,0.01,0.42,-0.06,10.93,-73,14.42518667
44,52:13.6,-0.04,0.03,0.02,0.43,-0.06,10.93,-73,14.42518667
45,52:13.7,-0.04,0.03,0.01,0.43,-0.05,10.92,-73,14.42518667
46,52:13.8,-0.04,0.03,0.01,0.44,-0.06,10.91,-73,14.42518667
47,52:13.8,-0.04,0.03,0.02,0.43,-0.06,10.92,-73,14.42518667
48,52:13.9,-0.04,0.03,0.01,0.42,-0.07,10.92,-73,14.42518667
49,52:13.9,-0.04,0.03,0.01,0.42,-0.06,10.92,-73,14.42518667
50,52:14.0,-0.04,0.03,0.01,0.43,-0.07,10.92,-73,14.42518667
51,52:14.5,-0.04,0.03,0.01,0.43,-0.07,10.93,-73,14.42518667
52,52:14.1,-0.04,0.03,0.01,0.43,-0.06,10.91,-73,14.42518667
53,52:14.2,-0.04,0.03,0.01,0.42,-0.07,10.92,-73,14.42518667
54,52:14.2,-0.04,0.03,0.01,0.42,-0.05,10.92,-73,14.42518667
55,52:14.3,-0.04,0.03,0.01,0.43,-0.06,10.91,-73,14.42518667
56,52:14.3,-0.04,0.03,0.01,0.43,-0.06,10.91,-73,14.42518667
57,52:14.4,-0.04,0.03,0.01,0.43,-0.06,10.92,-73,14.42518667
58,52:14.5,-0.04,0.03,0.01,0.43,-0.07,10.91,-73,14.42518667
59,52:14.5,-0.04,0.03,0.01,0.43,-0.06,10.92,-73,14.42518667
60,52:14.6,-0.04,0.03,0.01,0.43,-0.07,10.93,-73,14.42518667
61,52:14.6,-0.04,0.03,0.01,0.42,-0.06,10.92,-73,14.42518667
62,52:14.7,-0.04,0.03,0.01,0.42,-0.06,10.92,-73,14.42518667
63,52:14.8,-0.04,0.03,0.01,0.42,-0.05,10.92,-73,14.42518667
64,52:14.8,-0.04,0.03,0.01,0.42,-0.07,10.92,-73,14.42518667
65,52:14.9,-0.04,0.03,0.01,0.42,-0.06,10.92,-73,14.42518667
66,52:14.9,-0.04,0.03,0.01,0.42,-0.06,10.92,-73,14.42518667
67,52:15.0,-0.04,0.03,0.01,0.43,-0.05,10.91,-73,14.42518667
68,52:15.5,-0.03,0.03,0.01,0.36,3.4,10.28,-73,14.42518667
69,52:15.1,-0.21,-0.04,0.16,0.32,4.48,9.63,-73,14.42518667
70,52:15.2,-0.04,-0.08,0.22,0.94,4.53,9.95,-73,14.42518667
71,52:15.3,0.05,0.16,-0.01,1.05,3.01,9.8,-73,14.42518667
72,52:15.3,0,0.11,-0.05,-0.07,1.21,11.54,-73,14.42518667
73,52:15.4,-0.14,-0.06,0,0.88,1.07,11.4,-73,14.42518667
74,52:15.5,0.07,0.16,0.03,0.41,-0.5,8.92,-72,13.72166201
75,52:15.5,-0.07,0.05,-0.01,0.44,-4.59,10.87,-71,13.05244866
76,52:15.6,-0.14,0,-0.08,0.44,-5.05,11.06,-71,13.05244866
77,52:15.7,0.01,-0.03,-0.12,0.59,-3.88,10.25,-69,11.81034395
78,52:15.7,0.01,0.01,-0.05,0.44,-2.13,10.67,-69,11.81034395
79,52:15.8,-0.07,0.03,-0.07,0.53,-1.68,10.88,-68,11.23434667
80,52:15.8,-0.07,0.02,0.03,0.53,-1.42,11.07,-67,10.68644112
81,52:15.9,0,0.03,0.02,0.43,0.33,10.79,-67,10.68644112
82,52:16.0,-0.05,0.03,0,0.45,-0.33,10.91,-66,10.16525724
83,52:16.1,-0.03,0.03,0.01,0.52,-0.08,10.92,-66,10.16525724
84,52:16.7,-0.04,0.03,0.02,0.51,-0.21,10.92,-66,10.16525724
85,52:16.1,-0.04,0.03,0.02,0.5,-0.12,10.91,-66,10.16525724
86,52:16.2,-0.04,0.03,0.01,0.5,-0.16,10.92,-66,10.16525724
87,52:16.2,-0.04,0.03,0.01,0.5,-0.17,10.9,-66,10.16525724
88,52:16.3,-0.04,0.03,0.01,0.51,-0.13,10.9,-66,10.16525724
89,52:16.4,-0.04,0.03,0.01,0.5,-0.16,10.92,-65,9.669491793
90,52:16.4,-0.04,0.03,0.01,0.49,-0.16,10.9,-65,9.669491793
91,52:16.5,-0.04,0.03,0.01,0.5,-0.14,10.92,-64,9.197905113
92,52:16.5,-0.04,0.03,0.01,0.51,-0.14,10.91,-64,9.197905113
93,52:16.6,-0.04,0.03,0.01,0.49,-0.15,10.9,-64,9.197905113
94,52:16.7,-0.04,0.03,0.01,0.5,-0.15,10.91,-64,9.197905113
95,52:16.7,-0.04,0.03,0.01,0.5,-0.15,10.91,-64,9.197905113
96,52:16.8,-0.04,0.03,0.01,0.49,-0.16,10.91,-64,9.197905113
97,52:16.8,-0.04,0.03,0.01,0.51,-0.14,10.91,-64,9.197905113
98,52:16.9,-0.04,0.03,0.01,0.5,-0.14,10.92,-64,9.197905113
99,52:17.0,-0.04,0.03,0.01,0.49,-0.15,10.91,-64,9.197905113
100,52:17.3,-0.04,0.03,0.01,0.5,-0.14,10.89,-64,9.197905113
101,52:17.9,-0.04,0.03,0.01,0.5,-0.15,10.9,-64,9.197905113
102,52:17.1,-0.04,0.03,0.01,0.51,-0.15,10.91,-64,9.197905113
103,52:17.2,-0.04,0.03,0.02,0.51,-0.15,10.9,-64,9.197905113
104,52:17.3,-0.04,0.03,0.01,0.5,-0.14,10.9,-64,9.197905113
105,52:17.3,-0.04,0.03,0.01,0.49,-0.14,10.92,-64,9.197905113
106,52:17.4,-0.04,0.03,0.01,0.49,-0.15,10.91,-64,9.197905113
107,52:17.4,-0.04,0.03,0.01,0.51,-0.14,10.91,-64,9.197905113
108,52:17.5,-0.04,0.03,0.01,0.5,-0.17,10.9,-63,8.749317987
109,52:17.6,-0.04,0.03,0.01,0.5,-0.15,10.91,-63,8.749317987
110,52:17.6,-0.04,0.03,0.01,0.5,-0.14,10.91,-63,8.749317987
111,52:17.7,-0.04,0.03,0.01,0.5,-0.15,10.91,-63,8.749317987
112,52:17.7,-0.04,0.03,0.01,0.51,-0.15,10.91,-63,8.749317987
113,52:17.8,-0.04,0.03,0.01,0.5,-0.15,10.91,-63,8.749317987
114,52:17.9,-0.04,0.03,0.01,0.5,-0.15,10.91,-63,8.749317987
115,52:17.9,-0.04,0.03,0.01,0.51,-0.14,10.92,-63,8.749317987
116,52:18.0,-0.04,0.03,0.01,0.5,-0.15,10.92,-63,8.749317987
117,52:18.4,-0.04,0.03,0.01,0.5,-0.15,10.92,-63,8.749317987
118,52:19.0,-0.04,0.03,0.01,0.49,-0.15,10.91,-63,8.749317987
119,52:18.2,-0.04,0.03,0.01,0.5,-0.15,10.92,-63,8.749317987
120,52:18.2,-0.04,0.03,0.01,0.5,-0.16,10.9,-63,8.749317987
121,52:18.3,-0.04,0.03,0.01,0.5,-0.15,10.93,-63,8.749317987
122,52:18.3,-0.04,0.03,0.01,0.5,-0.15,10.91,-63,8.749317987
123,52:18.4,-0.04,0.03,0.01,0.49,-0.16,10.91,-63,8.749317987
124,52:18.5,-0.04,0.03,0.01,0.49,-0.14,10.9,-63,8.749317987
125,52:18.5,-0.04,0.03,0.01,0.5,-0.15,10.92,-63,8.749317987
126,52:18.6,-0.04,0.03,0.01,0.5,-0.15,10.9,-63,8.749317987
127,52:18.6,-0.04,0.03,0.01,0.5,-0.15,10.91,-63,8.749317987
128,52:18.7,-0.04,0.03,0.01,0.5,-0.15,10.93,-63,8.749317987
129,52:18.8,-0.04,0.03,0.01,0.5,-0.16,10.92,-63,8.749317987
130,52:18.8,-0.04,0.03,0.01,0.51,-0.14,10.91,-63,8.749317987
131,52:18.9,-0.04,0.03,0.01,0.5,-0.14,10.9,-63,8.749317987
132,52:18.9,-0.04,0.03,0.01,0.49,-0.15,10.91,-63,8.749317987
133,52:19.1,-0.04,0.03,0.01,0.5,-0.15,10.92,-63,8.749317987
134,52:19.7,-0.04,0.03,0.01,0.5,-0.15,10.93,-63,8.749317987
135,52:19.1,-0.04,0.03,0.02,0.51,-0.14,10.9,-63,8.749317987
136,52:19.2,-0.04,0.03,0.01,0.5,-0.14,10.92,-63,8.749317987
137,52:19.3,-0.04,0.03,0.01,0.49,-0.14,10.92,-63,8.749317987
138,52:19.3,-0.04,0.03,0.01,0.5,-0.16,10.92,-63,8.749317987
139,52:19.4,-0.04,0.03,0.01,0.49,-0.16,10.92,-63,8.749317987
140,52:19.5,-0.04,0.03,0.01,0.5,-0.16,10.91,-63,8.749317987
141,52:19.6,-0.04,0.03,0.01,0.51,-0.15,10.92,-63,8.749317987
142,52:19.6,-0.04,0.03,0.01,0.5,-0.14,10.93,-63,8.749317987
143,52:19.7,-0.04,0.03,0.01,0.51,-0.16,10.93,-63,8.749317987
144,52:19.7,-0.04,0.03,0.01,0.51,-0.14,10.91,-63,8.749317987
145,52:19.8,-0.04,0.03,0.01,0.5,-0.15,10.91,-63,8.749317987
146,52:19.9,-0.04,0.03,0.01,0.49,-0.15,10.92,-63,8.749317987
147,52:19.9,-0.04,0.03,0.01,0.5,-0.14,10.92,-63,8.749317987
148,52:20.0,-0.04,0.03,0.01,0.5,-0.15,10.9,-63,8.749317987
149,52:20.5,-0.04,0.03,0.01,0.5,-0.15,10.91,-63,8.749317987
150,52:20.1,-0.04,0.03,0.01,0.52,-0.15,10.91,-63,8.749317987
151,52:20.2,-0.04,0.03,0.01,0.5,-0.14,10.9,-63,8.749317987
152,52:20.2,-0.04,0.03,0.01,0.5,-0.15,10.9,-63,8.749317987
153,52:20.3,-0.04,0.03,0.02,0.5,-0.15,10.9,-63,8.749317987
154,52:20.3,0.07,0.06,0,0.05,3.36,12.04,-63,8.749317987
155,52:20.4,-0.27,0.11,0.06,0.35,5.3,12.16,-63,8.749317987
156,52:20.5,-0.09,0.08,0.14,0.66,4.68,11.75,-63,8.749317987
157,52:20.5,0.06,0,-0.02,0.64,3.22,9.93,-64,9.197905113
158,52:20.6,-0.14,0,0.13,0.31,-3.46,10.42,-64,9.197905113
159,52:20.7,-0.23,0,0.22,0.45,-4.6,9.99,-65,9.669491793
160,52:20.7,-0.23,0.09,0.03,0.31,-4.26,10.9,-65,9.669491793
161,52:20.8,0.29,0.03,-0.04,0.6,2.83,9.67,-64,9.197905113
162,52:20.8,-0.08,0.02,-0.19,0.76,3.7,9.45,-63,8.749317987
163,52:21.0,0.07,0.12,-0.03,0.46,1.84,11.66,-63,8.749317987
164,52:21.3,-0.15,-0.05,-0.11,-0.11,-0.12,10.29,-63,8.749317987
165,52:21.9,-0.05,-0.04,0.06,0.41,-4.22,10.64,-63,8.749317987
166,52:21.1,0.04,0.01,0.04,0.39,-4.61,10.33,-63,8.749317987
167,52:21.2,0.05,0,0.04,0.63,-4.5,11.18,-63,8.749317987
168,52:21.3,0.06,0.03,0.01,0.49,-1.95,10.59,-64,9.197905113
169,52:21.3,0.21,0.11,0.01,0.49,2.95,9.53,-64,9.197905113
170,52:21.4,-0.02,0.19,0.07,0.33,5.05,10.11,-64,9.197905113
171,52:21.5,-0.22,0.07,0.05,-0.01,-1.96,10.63,-64,9.197905113
172,52:21.5,-0.06,-0.01,0.07,0.68,-2.85,10.66,-66,10.16525724
173,52:21.6,-0.06,0.03,-0.03,0.4,-1.88,10.76,-66,10.16525724
174,52:21.6,-0.06,0.03,-0.04,0.42,-1.61,10.93,-66,10.16525724
175,52:21.7,-0.06,0.03,-0.01,0.55,-1.56,10.94,-66,10.16525724
176,52:21.7,0,0.04,0.02,0.45,0.32,10.91,-66,10.16525724
177,52:21.8,-0.07,-0.04,0.48,0.03,1.8,10.38,-66,10.16525724
178,52:21.9,-0.01,-0.02,1.2,0.15,0.25,10.75,-66,10.16525724
179,52:21.9,-0.06,0,0.76,0.89,-1.99,10.75,-66,10.16525724
180,52:22.0,-0.06,0.02,0.2,0.75,-1.67,10.87,-65,9.669491793
181,52:22.4,-0.01,0.02,0.02,0.65,0.17,10.84,-65,9.669491793
182,52:23.0,-0.05,0.03,0.01,0.49,-0.39,10.96,-64,9.197905113
183,52:22.2,-0.04,0.04,0.01,0.4,-0.14,10.91,-64,9.197905113
184,52:22.2,-0.03,0.03,0.01,0.42,-0.1,10.87,-64,9.197905113
185,52:22.3,-0.04,0.03,0.02,0.44,-0.18,10.91,-64,9.197905113
186,52:22.3,-0.04,0.03,0.01,0.44,-0.18,10.91,-64,9.197905113
187,52:22.4,-0.04,0.03,0.01,0.45,-0.15,10.9,-64,9.197905113
188,52:22.4,-0.04,0.03,0.02,0.45,-0.15,10.91,-64,9.197905113
189,52:22.5,0.02,0.02,-0.31,1.83,1.52,10.87,-64,9.197905113
190,52:22.6,-0.15,0.12,-0.99,0.5,-0.25,10.91,-64,9.197905113
191,52:22.6,-0.15,0.04,-0.56,-0.33,-1.78,10.88,-64,9.197905113
192,52:22.7,0.02,0.04,-0.05,0.35,0.19,10.77,-64,9.197905113
193,52:22.7,-0.06,0.03,-0.01,0.43,-0.43,10.97,-64,9.197905113
194,52:22.8,-0.05,0.03,0.01,0.49,-0.27,10.94,-64,9.197905113
195,52:22.8,-0.04,0.03,0.02,0.49,-0.12,10.88,-64,9.197905113
196,52:22.9,-0.04,0.03,0.01,0.48,-0.12,10.89,-64,9.197905113
197,52:23.0,-0.04,0.03,0.01,0.48,-0.23,10.93,-64,9.197905113
198,52:23.7,-0.04,0.03,0.01,0.48,-0.22,10.93,-64,9.197905113
199,52:23.7,-0.04,0.03,0.01,0.46,-0.18,10.91,-64,9.197905113
200,52:23.1,-0.04,0.03,0.01,0.47,-0.19,10.92,-64,9.197905113
201,52:23.2,-0.04,0.03,0.01,0.47,-0.21,10.92,-64,9.197905113
202,52:23.2,-0.04,0.03,0.01,0.47,-0.18,10.91,-64,9.197905113
203,52:23.3,-0.04,0.03,0.01,0.46,-0.19,10.92,-64,9.197905113
204,52:23.3,-0.04,0.03,0.01,0.45,-0.19,10.91,-64,9.197905113
205,52:23.4,0.09,-0.13,0.36,0,2.01,9.23,-64,9.197905113
206,52:23.4,0,-0.02,1.01,-0.67,1.28,11.47,-64,9.197905113
207,52:23.5,0.16,-0.01,1.99,0.55,-0.27,10.5,-64,9.197905113
208,52:23.5,0.03,-0.03,1.7,0.79,-2.32,10.81,-65,9.669491793
209,52:23.6,-0.02,0.02,0.44,0.67,-2.04,11.05,-65,9.669491793
210,52:23.7,0.04,0.03,0.12,0.54,0.06,10.85,-66,10.16525724
211,52:23.7,-0.04,0.04,0.03,0.49,-0.06,10.88,-67,10.68644112
212,52:23.8,-0.04,0.03,0.02,0.47,-0.21,10.93,-67,10.68644112
213,52:23.8,-0.04,0.03,0.01,0.44,-0.15,10.92,-68,11.23434667
214,52:23.9,0.11,0.09,-0.27,1.14,1.53,10.86,-68,11.23434667
215,52:24.0,-0.12,0.04,-1.23,0.64,0.46,10.65,-68,11.23434667
216,52:24.3,-0.1,0.05,-0.9,-0.42,-1.65,10.97,-69,11.81034395
217,52:24.9,-0.03,0.03,-0.19,0.22,-1.12,11,-69,11.81034395
218,52:24.2,-0.03,0.04,-0.01,0.44,0.08,10.9,-69,11.81034395
219,52:24.2,-0.02,0.03,0.02,0.45,0.11,10.91,-69,11.81034395
220,52:24.3,-0.04,0.03,0.01,0.42,-0.14,10.92,-69,11.81034395
221,52:24.3,-0.04,0.03,0.01,0.44,-0.1,10.93,-69,11.81034395
222,52:24.4,-0.04,0.03,0.01,0.44,-0.11,10.93,-69,11.81034395
223,52:24.5,-0.04,0.03,0.02,0.44,-0.06,10.92,-69,11.81034395
224,52:24.5,-0.04,0.03,0.02,0.45,-0.04,10.91,-69,11.81034395
225,52:24.6,-0.04,0.03,0.01,0.43,-0.03,10.91,-69,11.81034395
226,52:24.6,-0.04,0.03,0.01,0.44,-0.03,10.93,-69,11.81034395
227,52:24.7,-0.04,0.03,0.02,0.44,-0.04,10.91,-69,11.81034395
228,52:24.8,-0.04,0.03,0.01,0.44,-0.06,10.92,-69,11.81034395
229,52:24.8,-0.04,0.03,0.01,0.44,-0.05,10.93,-69,11.81034395
230,52:24.9,-0.04,0.03,0.01,0.44,-0.04,10.92,-69,11.81034395
231,52:24.9,-0.04,0.03,0.01,0.44,-0.05,10.9,-69,11.81034395
232,52:25.0,-0.04,0.03,0.01,0.44,-0.05,10.91,-69,11.81034395
233,52:25.6,-0.04,0.03,0.01,0.44,-0.05,10.91,-69,11.81034395
234,52:25.1,-0.04,0.03,0.01,0.43,-0.05,10.91,-69,11.81034395
235,52:25.2,-0.04,0.03,0.01,0.44,-0.05,10.91,-69,11.81034395
236,52:25.2,-0.04,0.03,0.01,0.45,0,10.96,-69,11.81034395
237,52:25.3,0.11,-0.01,0.07,0.43,3.71,9.05,-70,12.41587323
238,52:25.4,-0.06,0.02,0.36,0.23,4.07,11.59,-70,12.41587323
239,52:25.4,-0.08,-0.05,0.29,0.45,3.61,9.8,-70,12.41587323
240,52:25.5,-0.01,-0.01,-0.04,1.29,2.63,11.99,-69,11.81034395
241,52:25.5,0.03,0.14,-0.06,0.3,1.93,11.43,-69,11.81034395
242,52:25.6,-0.24,0.02,-0.04,-0.03,0.72,11.18,-68,11.23434667
243,52:25.7,-0.04,-0.07,0.09,0.17,0.51,10.92,-68,11.23434667
244,52:25.7,0.11,0.13,-0.01,0.77,0.31,9.75,-68,11.23434667
245,52:25.8,-0.53,0.01,-0.05,0.3,-3.87,10.12,-68,11.23434667
246,52:25.8,-0.04,-0.01,-0.09,0.09,-4.54,9.7,-68,11.23434667
247,52:25.9,-0.2,-0.06,0.05,0.64,-4.31,9.68,-68,11.23434667
248,52:26.0,0,-0.01,0.02,0.54,-3.36,10.33,-68,11.23434667
249,52:26.2,-0.01,0.04,0,0.51,-1.8,10.98,-69,11.81034395
250,52:26.8,0,0.03,0.01,0.61,-1.5,10.78,-68,11.23434667
251,52:26.1,-0.06,0.04,0,0.74,-0.88,11.14,-68,11.23434667
252,52:26.2,0.1,0.03,-0.3,1.69,1.22,10.73,-68,11.23434667
253,52:26.3,-0.17,0.12,-1.49,1.05,0.84,10.06,-68,11.23434667
254,52:26.3,-0.21,0.09,-1.44,-0.47,-1.49,10.97,-68,11.23434667
255,52:26.4,-0.08,0.05,-0.45,0.27,-1.52,11.05,-69,11.81034395
256,52:26.4,-0.01,0.04,-0.05,0.48,0.21,10.78,-69,11.81034395
257,52:26.5,-0.04,0.04,0,0.45,0.04,10.91,-69,11.81034395
258,52:26.6,-0.05,0.04,0.01,0.45,-0.13,10.93,-69,11.81034395
259,52:26.6,-0.05,0.04,0.01,0.46,-0.17,10.93,-69,11.81034395
260,52:26.7,-0.04,0.03,0.01,0.48,-0.14,10.92,-69,11.81034395
261,52:26.8,-0.04,0.03,0.01,0.46,-0.11,10.91,-69,11.81034395
262,52:26.8,-0.04,0.03,0.01,0.47,-0.09,10.93,-69,11.81034395
263,52:26.9,-0.04,0.03,0.01,0.47,-0.1,10.91,-69,11.81034395
264,52:26.9,-0.04,0.03,0.01,0.46,-0.11,10.93,-69,11.81034395
265,52:27.4,-0.04,0.03,0.01,0.47,-0.12,10.91,-69,11.81034395
266,52:27.7,-0.04,0.03,0.01,0.46,-0.11,10.9,-69,11.81034395
267,52:27.1,-0.04,0.03,0.01,0.47,-0.11,10.91,-69,11.81034395
268,52:27.2,-0.04,0.03,0.01,0.46,-0.11,10.92,-69,11.81034395
269,52:27.2,-0.04,0.03,0.02,0.46,-0.1,10.91,-69,11.81034395
270,52:27.3,-0.04,0.03,0.01,0.45,-0.11,10.91,-69,11.81034395
271,52:27.4,-0.04,0.03,0.01,0.46,-0.1,10.9,-69,11.81034395
272,52:27.4,-0.04,0.03,0.01,0.46,-0.1,10.9,-69,11.81034395
273,52:27.5,-0.04,0.03,0.01,0.47,-0.1,10.92,-69,11.81034395
274,52:27.5,-0.04,0.03,0.01,0.46,-0.11,10.92,-69,11.81034395
275,52:27.6,-0.04,0.03,0.01,0.46,-0.11,10.92,-69,11.81034395
276,52:27.7,-0.04,0.03,0.01,0.45,-0.11,10.91,-69,11.81034395
277,52:27.7,-0.04,0.03,0.01,0.48,-0.11,10.92,-69,11.81034395
278,52:27.8,-0.04,0.03,0.01,0.47,-0.1,10.91,-69,11.81034395
279,52:27.9,-0.04,0.03,0.01,0.47,-0.11,10.92,-69,11.81034395
280,52:27.9,-0.04,0.03,0.02,0.47,-0.11,10.93,-69,11.81034395
281,52:28.0,-0.04,0.03,0.02,0.47,-0.12,10.92,-69,11.81034395
282,52:28.4,-0.04,0.03,0.01,0.47,-0.11,10.91,-69,11.81034395
283,52:28.1,-0.04,0.03,0.01,0.46,-0.11,10.93,-69,11.81034395
284,52:28.2,-0.04,0.03,0.01,0.46,-0.12,10.94,-69,11.81034395
285,52:28.2,-0.04,0.03,0.01,0.48,-0.11,10.91,-69,11.81034395
286,52:28.3,-0.04,0.03,0.01,0.46,-0.11,10.92,-69,11.81034395
287,52:28.4,-0.04,0.03,0.01,0.45,-0.12,10.91,-69,11.81034395
288,52:28.4,-0.04,0.03,0.01,0.46,-0.11,10.9,-69,11.81034395
289,52:28.5,-0.04,0.03,0.01,0.46,-0.11,10.93,-69,11.81034395
290,52:28.5,-0.04,0.03,0.01,0.46,-0.11,10.9,-69,11.81034395
291,52:28.6,-0.04,0.03,0.01,0.47,-0.11,10.92,-69,11.81034395
292,52:28.7,-0.04,0.03,0.01,0.46,-0.11,10.92,-69,11.81034395
293,52:28.7,-0.04,0.03,0.01,0.46,-0.11,10.9,-69,11.81034395
294,52:28.8,-0.04,0.03,0.01,0.47,-0.11,10.92,-69,11.81034395
295,52:28.8,-0.04,0.03,0.01,0.46,-0.11,10.9,-69,11.81034395
296,52:28.9,-0.04,0.03,0.01,0.47,-0.11,10.91,-69,11.81034395
297,52:29.0,-0.04,0.03,0.01,0.46,-0.11,10.92,-69,11.81034395
298,52:29.2,-0.04,0.03,0.01,0.46,-0.11,10.91,-69,11.81034395
299,52:29.8,-0.04,0.03,0.01,0.46,-0.1,10.92,-69,11.81034395
300,52:29.1,-0.04,0.03,0.01,0.47,-0.1,10.9,-69,11.81034395
301,52:29.2,-0.04,0.03,0.01,0.47,-0.11,10.91,-69,11.81034395
302,52:29.3,-0.04,0.03,0.01,0.47,-0.12,10.91,-69,11.81034395
303,52:29.3,-0.04,0.03,0.01,0.47,-0.1,10.92,-69,11.81034395
304,52:29.4,-0.04,0.03,0.01,0.47,-0.12,10.9,-69,11.81034395
305,52:29.4,-0.04,0.03,0.01,0.46,-0.1,10.91,-69,11.81034395
306,52:29.5,-0.04,0.03,0.01,0.46,-0.11,10.9,-69,11.81034395
307,52:29.5,-0.04,0.03,0.01,0.46,-0.11,10.92,-69,11.81034395
308,52:29.6,-0.04,0.03,0.02,0.46,-0.11,10.91,-69,11.81034395
309,52:29.7,-0.04,0.03,0.01,0.46,-0.1,10.92,-69,11.81034395
310,52:29.7,-0.04,0.03,0.01,0.47,-0.11,10.92,-69,11.81034395
311,52:29.8,-0.04,0.03,0.01,0.47,-0.11,10.91,-69,11.81034395
312,52:29.8,-0.04,0.03,0.01,0.47,-0.1,10.91,-69,11.81034395
313,52:29.9,-0.04,0.03,0.02,0.46,-0.11,10.92,-69,11.81034395
314,52:30.0,-0.04,0.03,0.01,0.46,-0.1,10.92,-69,11.81034395
315,52:30.3,0.22,-0.11,-0.01,0.72,4.51,9.38,-69,11.81034395
316,52:30.9,0.11,0.03,0.02,0.54,4.99,9.04,-68,11.23434667
317,52:30.2,0.04,0.14,-0.02,0.34,3.47,11.75,-68,11.23434667
318,52:30.2,-0.27,-0.09,-0.2,0.65,2.25,10.97,-67,10.68644112
319,52:30.3,-0.12,0.04,-0.04,0.4,1.5,10.53,-67,10.68644112
320,52:30.3,-0.02,0.11,0.08,0.2,-0.02,11.34,-67,10.68644112
321,52:30.4,-0.04,-0.06,0.04,0.44,-3.66,10.03,-67,10.68644112
322,52:30.5,-0.03,-0.02,0.06,0.55,-4.08,10.27,-67,10.68644112
323,52:30.5,-0.16,0.17,0.15,0.3,-4.49,10.4,-67,10.68644112
324,52:30.6,-0.14,0.04,0.07,0.25,-3.11,10.23,-67,10.68644112
325,52:30.6,-0.04,0.06,0.01,0.46,-1.8,11.01,-67,10.68644112
