Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI
766,1627730582.35834,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
767,1627730582.469346,-0.04,0.03,0.01,0.65,0.05,10.88,-36.0
768,1627730582.579352,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
769,1627730582.725361,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
770,1627730582.89437,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
771,1627730583.006377,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
772,1627730583.117383,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
773,1627730583.23139,-0.04,0.03,0.01,0.65,0.05,10.88,-36.0
774,1627730583.339396,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
775,1627730583.450402,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
776,1627730583.563409,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
777,1627730583.675415,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
778,1627730583.799422,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
779,1627730583.953431,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
780,1627730584.067437,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
781,1627730584.176444,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
782,1627730584.28845,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
783,1627730584.404457,-0.04,0.04,0.01,0.64,0.05,10.88,-36.0
784,1627730584.513463,-0.04,0.04,0.01,0.63,0.05,10.87,-36.0
785,1627730584.622469,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
786,1627730584.732475,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
787,1627730584.843482,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
788,1627730584.956488,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
789,1627730585.068495,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
790,1627730585.180501,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
791,1627730585.292507,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
792,1627730585.402514,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
793,1627730585.51352,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
794,1627730585.622526,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
795,1627730585.734533,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
796,1627730585.846539,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
797,1627730585.958546,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
798,1627730586.070552,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
799,1627730586.188559,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
800,1627730586.298565,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
801,1627730586.405571,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
802,1627730586.523578,-0.04,0.03,0.01,0.64,0.03,10.88,-36.0
803,1627730586.674587,-0.04,0.03,0.01,0.63,0.03,10.86,-36.0
804,1627730586.793593,-0.04,0.03,0.01,0.65,0.04,10.87,-36.0
805,1627730586.9086,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
806,1627730587.021606,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
807,1627730587.138613,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
808,1627730587.25462,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
809,1627730587.364626,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
810,1627730587.476632,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
811,1627730587.586639,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
812,1627730587.697645,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
813,1627730587.808651,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
814,1627730587.923658,-0.04,0.03,0.01,0.65,0.05,10.89,-36.0
815,1627730588.046665,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
816,1627730588.161672,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
817,1627730588.271678,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
818,1627730588.385684,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
819,1627730588.501691,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
820,1627730588.612697,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
821,1627730588.722704,-0.04,0.03,0.01,0.63,0.06,10.87,-36.0
822,1627730588.83071,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
823,1627730588.944716,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
824,1627730589.054723,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
825,1627730589.18673,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
826,1627730589.297737,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
827,1627730589.406743,-0.04,0.03,0.01,0.65,0.05,10.89,-36.0
828,1627730589.52375,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
829,1627730589.631756,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
830,1627730589.743762,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
831,1627730589.854768,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
832,1627730589.980776,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
833,1627730590.091782,-0.04,0.03,0.01,0.65,0.05,10.87,-36.0
834,1627730590.202788,-0.04,0.03,0.01,0.65,0.04,10.86,-36.0
835,1627730590.313795,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
836,1627730590.425801,-0.04,0.03,0.01,0.65,0.05,10.88,-36.0
837,1627730590.539808,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
838,1627730590.651814,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
839,1627730590.75982,-0.04,0.03,0.01,0.65,0.05,10.89,-36.0
840,1627730590.871827,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
841,1627730590.980833,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
842,1627730591.093839,-0.04,0.03,0.01,0.64,0.06,10.87,-36.0
843,1627730591.204846,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
844,1627730591.313852,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
845,1627730591.429859,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
846,1627730591.541865,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
847,1627730591.654871,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
848,1627730591.762878,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
849,1627730591.875884,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
850,1627730591.98689,-0.04,0.03,0.01,0.63,0.04,10.86,-36.0
851,1627730592.095897,-0.04,0.03,0.01,0.64,0.05,10.86,-36.0
852,1627730592.204903,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
853,1627730592.316909,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
854,1627730592.432916,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
855,1627730592.548923,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
856,1627730592.67693,-0.04,0.03,0.01,0.64,0.05,10.86,-36.0
857,1627730592.830939,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
858,1627730592.959946,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
859,1627730593.072953,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
860,1627730593.187959,-0.04,0.03,0.01,0.64,0.06,10.86,-36.0
861,1627730593.357969,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
862,1627730593.468975,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
863,1627730593.578981,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
864,1627730593.689988,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
865,1627730593.807995,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
866,1627730593.919001,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
867,1627730594.041008,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
868,1627730594.153014,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
869,1627730594.276021,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
870,1627730594.388028,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
871,1627730594.502034,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
872,1627730594.615041,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
873,1627730594.725047,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
874,1627730594.837053,-0.04,0.03,0.01,0.65,0.04,10.87,-36.0
875,1627730594.94706,-0.04,0.03,0.01,0.65,0.06,10.87,-36.0
876,1627730595.055066,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
877,1627730595.166072,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
878,1627730595.276079,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
879,1627730595.423087,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
880,1627730595.550094,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
881,1627730595.661101,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
882,1627730595.774107,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
883,1627730595.887113,-0.04,0.03,0.01,0.64,0.03,10.87,-36.0
884,1627730595.99412,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
885,1627730596.105126,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
886,1627730596.219132,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
887,1627730596.385142,-0.04,0.03,0.01,0.62,0.04,10.85,-36.0
888,1627730596.568152,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
889,1627730596.676159,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
890,1627730596.790165,-0.04,0.03,0.01,0.64,0.03,10.88,-36.0
891,1627730596.899171,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
892,1627730597.010178,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
893,1627730597.121184,-0.04,0.03,0.01,0.65,0.05,10.89,-36.0
894,1627730597.23219,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
895,1627730597.340197,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
896,1627730597.456203,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
897,1627730597.57021,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
898,1627730597.678216,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
899,1627730597.791222,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
900,1627730597.898228,-0.04,0.03,0.01,0.62,0.05,10.89,-36.0
901,1627730598.008235,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
902,1627730598.128242,-0.04,0.03,0.01,0.65,0.04,10.87,-36.0
903,1627730598.248249,-0.04,0.03,0.01,0.64,0.06,10.89,-36.0
904,1627730598.468261,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
905,1627730598.582268,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
906,1627730598.691274,-0.04,0.03,0.01,0.63,0.03,10.88,-36.0
907,1627730598.80128,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
908,1627730598.912286,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
909,1627730599.022293,-0.04,0.03,0.01,0.64,0.06,10.88,-36.0
910,1627730599.1403,-0.04,0.03,0.01,0.64,0.06,10.88,-36.0
911,1627730599.257306,-0.04,0.03,0.01,0.64,0.06,10.86,-36.0
912,1627730599.371313,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
913,1627730599.480319,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
914,1627730599.593325,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
915,1627730599.704332,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
916,1627730599.815338,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
917,1627730599.927345,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
918,1627730600.033351,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
919,1627730600.143357,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
920,1627730600.252363,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
921,1627730600.36437,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
922,1627730600.481376,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
923,1627730600.603383,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
924,1627730600.712389,-0.04,0.03,0.01,0.62,0.05,10.87,-36.0
925,1627730600.834396,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
926,1627730600.955403,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
927,1627730601.07341,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
928,1627730601.185417,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
929,1627730601.298423,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
930,1627730601.406429,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
931,1627730601.514435,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
932,1627730601.622442,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
933,1627730601.745449,-0.04,0.03,0.01,0.65,0.04,10.89,-36.0
934,1627730601.884456,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
935,1627730601.994463,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
936,1627730602.109469,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
937,1627730602.217476,-0.04,0.03,0.01,0.65,0.05,10.87,-36.0
938,1627730602.326482,-0.04,0.03,0.01,0.64,0.04,10.9,-36.0
939,1627730602.46949,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
940,1627730602.583496,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
941,1627730602.728505,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
942,1627730602.879513,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
943,1627730603.00052,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
944,1627730603.118527,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
945,1627730603.233534,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
946,1627730603.34754,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
947,1627730603.457546,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
948,1627730603.570553,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
949,1627730603.680559,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
950,1627730603.790566,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
951,1627730603.899572,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
952,1627730604.011578,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
953,1627730604.124585,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
954,1627730604.227591,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
955,1627730604.339597,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
956,1627730604.449603,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
957,1627730604.56161,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
958,1627730604.679616,-0.04,0.03,0.01,0.62,0.05,10.88,-36.0
959,1627730604.823625,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
960,1627730604.936631,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
961,1627730605.047637,-0.04,0.03,0.01,0.64,0.06,10.89,-36.0
962,1627730605.155644,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
963,1627730605.26265,-0.04,0.03,0.01,0.64,0.06,10.89,-36.0
964,1627730605.375656,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
965,1627730605.486663,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
966,1627730605.593669,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
967,1627730605.705675,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
968,1627730605.815681,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
969,1627730605.924688,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
970,1627730606.037694,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
971,1627730606.1457,-0.04,0.03,0.01,0.64,0.05,10.86,-36.0
972,1627730606.257707,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
973,1627730606.367713,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
974,1627730606.479719,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
975,1627730606.588726,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
976,1627730606.697732,-0.04,0.04,0.01,0.64,0.05,10.87,-36.0
977,1627730606.809738,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
978,1627730606.926745,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
979,1627730607.038751,-0.04,0.03,0.01,0.65,0.04,10.87,-36.0
980,1627730607.147758,-0.04,0.03,0.01,0.65,0.05,10.88,-36.0
981,1627730607.256764,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
982,1627730607.36777,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
983,1627730607.483777,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
984,1627730607.592783,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
985,1627730607.702789,-0.04,0.03,0.01,0.62,0.05,10.88,-36.0
986,1627730607.807795,-0.04,0.03,0.01,0.63,0.06,10.87,-36.0
987,1627730607.914801,-0.04,0.03,0.01,0.64,0.06,10.87,-36.0
988,1627730608.026808,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
989,1627730608.139814,-0.04,0.03,0.01,0.64,0.06,10.89,-36.0
990,1627730608.24682,-0.04,0.03,0.01,0.65,0.04,10.89,-36.0
991,1627730608.357827,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
992,1627730608.468833,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
993,1627730608.577839,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
994,1627730608.689846,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
995,1627730608.801852,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
996,1627730608.909858,-0.04,0.03,0.01,0.65,0.04,10.89,-36.0
997,1627730609.021865,-0.04,0.03,0.01,0.65,0.05,10.88,-36.0
998,1627730609.132871,-0.04,0.03,0.01,0.63,0.04,10.86,-36.0
999,1627730609.241877,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1000,1627730609.351884,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1001,1627730609.46289,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1002,1627730609.572896,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1003,1627730609.686903,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1004,1627730609.799909,-0.04,0.03,0.01,0.63,0.04,10.86,-36.0
1005,1627730609.906915,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1006,1627730610.016922,-0.04,0.03,0.01,0.63,0.06,10.87,-36.0
1007,1627730610.127928,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1008,1627730610.237934,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1009,1627730610.353941,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1010,1627730610.50495,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1011,1627730610.612956,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1012,1627730610.734963,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1013,1627730610.851969,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1014,1627730611.308996,-0.04,0.03,0.01,0.65,0.05,10.89,-36.0
1015,1627730611.418002,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1016,1627730611.531008,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1017,1627730611.646015,-0.04,0.03,0.01,0.65,0.05,10.89,-36.0
1018,1627730611.756021,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1019,1627730611.868028,-0.04,0.03,0.01,0.63,0.06,10.87,-36.0
1020,1627730612.003035,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1021,1627730612.118042,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1022,1627730612.229048,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1023,1627730612.337054,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
1024,1627730612.449061,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1025,1627730612.560067,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1026,1627730612.692075,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1027,1627730612.852084,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1028,1627730612.989092,-0.04,0.03,0.01,0.65,0.05,10.86,-36.0
1029,1627730613.103098,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1030,1627730613.229105,-0.04,0.03,0.01,0.65,0.04,10.89,-36.0
1031,1627730613.342112,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1032,1627730613.453118,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1033,1627730613.586126,-0.04,0.03,0.01,0.64,0.05,10.86,-36.0
1034,1627730613.701132,-0.04,0.03,0.01,0.65,0.05,10.87,-36.0
1035,1627730613.84114,-0.04,0.03,0.01,0.64,0.03,10.89,-36.0
1036,1627730613.972148,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1037,1627730614.088155,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1038,1627730614.251164,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1039,1627730614.380171,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1040,1627730614.492178,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1041,1627730614.604184,-0.04,0.03,0.01,0.65,0.05,10.89,-36.0
1042,1627730614.71519,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1043,1627730614.824197,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1044,1627730614.948204,-0.04,0.04,0.01,0.64,0.04,10.87,-36.0
1045,1627730615.067211,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1046,1627730615.176217,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1047,1627730615.284223,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1048,1627730615.427231,-0.04,0.03,0.01,0.63,0.06,10.87,-36.0
1049,1627730615.565239,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1050,1627730615.676245,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1051,1627730615.789252,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
1052,1627730615.897258,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1053,1627730616.007264,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1054,1627730616.11327,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1055,1627730616.252278,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1056,1627730616.371285,-0.04,0.03,0.01,0.64,0.05,10.9,-36.0
1057,1627730616.507293,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1058,1627730616.618299,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1059,1627730616.783309,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1060,1627730616.921317,-0.04,0.03,0.01,0.62,0.04,10.88,-36.0
1061,1627730617.050324,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1062,1627730617.15933,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1063,1627730617.272337,-0.04,0.03,0.01,0.64,0.03,10.88,-36.0
1064,1627730617.379343,-0.04,0.03,0.01,0.62,0.04,10.87,-36.0
1065,1627730617.547352,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1066,1627730617.669359,-0.04,0.03,0.01,0.64,0.04,10.9,-36.0
1067,1627730617.782366,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1068,1627730617.900373,-0.04,0.03,0.01,0.63,0.05,10.87,-37.0
1069,1627730618.013379,-0.04,0.03,0.01,0.64,0.05,10.85,-35.0
1070,1627730618.195389,-0.04,0.03,0.01,0.64,0.04,10.86,-35.0
1071,1627730618.302396,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1072,1627730618.411402,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1073,1627730618.521408,-0.04,0.03,0.01,0.63,0.05,10.86,-35.0
1074,1627730618.632414,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1075,1627730618.742421,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1076,1627730618.857427,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1077,1627730618.965433,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1078,1627730619.07644,-0.04,0.03,0.01,0.64,0.05,10.86,-35.0
1079,1627730619.184446,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1080,1627730619.297452,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1081,1627730619.410459,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1082,1627730619.524465,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1083,1627730619.634472,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1084,1627730619.744478,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1085,1627730619.857484,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1086,1627730619.967491,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1087,1627730620.074497,-0.04,0.03,0.01,0.62,0.04,10.89,-35.0
1088,1627730620.197504,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1089,1627730620.30451,-0.04,0.03,0.01,0.63,0.04,10.88,-35.0
1090,1627730620.414516,-0.04,0.03,0.01,0.63,0.04,10.89,-35.0
1091,1627730620.526523,-0.04,0.04,0.01,0.65,0.04,10.88,-35.0
1092,1627730620.641529,-0.04,0.03,0.01,0.65,0.04,10.88,-35.0
1093,1627730620.751536,-0.04,0.04,0.01,0.64,0.04,10.88,-35.0
1094,1627730620.870542,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1095,1627730621.033552,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1096,1627730621.152559,-0.04,0.03,0.01,0.63,0.04,10.89,-35.0
1097,1627730621.259565,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1098,1627730621.370571,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1099,1627730621.480577,-0.04,0.03,0.01,0.64,0.04,10.86,-35.0
1100,1627730621.590584,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1101,1627730621.70359,-0.04,0.03,0.01,0.64,0.06,10.89,-35.0
1102,1627730621.817597,-0.04,0.03,0.01,0.64,0.05,10.86,-35.0
1103,1627730621.945604,-0.04,0.03,0.01,0.63,0.05,10.87,-35.0
1104,1627730622.122614,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
1105,1627730622.22962,-0.04,0.04,0.01,0.64,0.04,10.88,-35.0
1106,1627730622.341627,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1107,1627730622.452633,-0.04,0.03,0.01,0.63,0.04,10.89,-35.0
1108,1627730622.566639,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1109,1627730622.800653,-0.04,0.03,0.01,0.64,0.03,10.86,-35.0
1110,1627730622.951661,-0.04,0.03,0.01,0.63,0.04,10.89,-35.0
1111,1627730623.064668,-0.04,0.03,0.01,0.64,0.05,10.87,-35.0
